transfer_id,quote_id,status,reference_number,source_account_id,direction,customer_id,transaction_timestamp,beneficiary_id,beneficiary_account_number,beneficiary_iban,source_amount,target_amount,payment_purpose_key,payment_purpose_name,service_type,source_iban,total_fees,fee_details
LOC-IN-0000021,QUOTE-LOC-IN-0000021,COMPLETED,REF-LOC-IN-0000021,EXT-SRC-000011,INWARD,R3002,2026-01-17 11:03:00,,220000000003,AE070330000220000000003,6749.00,6749.00,SALARY,Salary,FTS,AE121117000000000000011,0.00,[]
LOC-IN-0000023,QUOTE-LOC-IN-0000023,COMPLETED,REF-LOC-IN-0000023,EXT-SRC-000012,INWARD,R3002,2026-01-29 11:03:00,,220000000003,AE070330000220000000003,6796.00,6796.00,SALARY,Salary,FTS,AE121127000000000000012,0.00,[]
LOC-IN-0000025,QUOTE-LOC-IN-0000025,COMPLETED,REF-LOC-IN-0000025,EXT-SRC-000013,INWARD,R3002,2026-03-01 11:03:00,,220000000003,AE070330000220000000003,6843.00,6843.00,SALARY,Salary,FTS,AE121137000000000000013,0.00,[]
LOC-IN-0000027,QUOTE-LOC-IN-0000027,COMPLETED,REF-LOC-IN-0000027,EXT-SRC-000014,INWARD,R3002,2026-04-04 11:03:00,,220000000003,AE070330000220000000003,6890.00,6890.00,SALARY,Salary,FTS,AE121147000000000000014,0.00,[]
LOC-IN-0000029,QUOTE-LOC-IN-0000029,COMPLETED,REF-LOC-IN-0000029,EXT-SRC-000015,INWARD,R3002,2026-05-07 11:03:00,,220000000003,AE070330000220000000003,6937.00,6937.00,SALARY,Salary,FTS,AE121157000000000000015,0.00,[]
LOC-IN-0000031,QUOTE-LOC-IN-0000031,COMPLETED,REF-LOC-IN-0000031,EXT-SRC-000016,INWARD,R3003,2026-01-02 12:04:00,,220000000004,AE070330000220000000004,6832.00,6832.00,SALARY,Salary,FTS,AE121167000000000000016,0.00,[]
LOC-IN-0000033,QUOTE-LOC-IN-0000033,COMPLETED,REF-LOC-IN-0000033,EXT-SRC-000017,INWARD,R3003,2026-02-05 12:04:00,,220000000004,AE070330000220000000004,6879.00,6879.00,SALARY,Salary,FTS,AE121177000000000000017,0.00,[]
LOC-IN-0000035,QUOTE-LOC-IN-0000035,COMPLETED,REF-LOC-IN-0000035,EXT-SRC-000018,INWARD,R3003,2026-03-08 12:04:00,,220000000004,AE070330000220000000004,6926.00,6926.00,SALARY,Salary,FTS,AE121187000000000000018,0.00,[]
LOC-IN-0000037,QUOTE-LOC-IN-0000037,COMPLETED,REF-LOC-IN-0000037,EXT-SRC-000019,INWARD,R3003,2026-04-11 12:04:00,,220000000004,AE070330000220000000004,6973.00,6973.00,SALARY,Salary,FTS,AE121197000000000000019,0.00,[]
LOC-IN-0000039,QUOTE-LOC-IN-0000039,COMPLETED,REF-LOC-IN-0000039,EXT-SRC-000020,INWARD,R3003,2026-05-14 12:04:00,,220000000004,AE070330000220000000004,7020.00,7020.00,SALARY,Salary,FTS,AE121207000000000000020,0.00,[]
LOC-IN-0000041,QUOTE-LOC-IN-0000041,COMPLETED,REF-LOC-IN-0000041,EXT-SRC-000021,INWARD,R3004,2026-01-09 13:05:00,,220000000005,AE070330000220000000005,6915.00,6915.00,SALARY,Salary,FTS,AE121217000000000000021,0.00,[]
LOC-IN-0000043,QUOTE-LOC-IN-0000043,COMPLETED,REF-LOC-IN-0000043,EXT-SRC-000022,INWARD,R3004,2026-02-12 13:05:00,,220000000005,AE070330000220000000005,6962.00,6962.00,SALARY,Salary,FTS,AE121227000000000000022,0.00,[]
LOC-IN-0000045,QUOTE-LOC-IN-0000045,COMPLETED,REF-LOC-IN-0000045,EXT-SRC-000023,INWARD,R3004,2026-03-15 13:05:00,,220000000005,AE070330000220000000005,7009.00,7009.00,SALARY,Salary,FTS,AE121237000000000000023,0.00,[]
LOC-IN-0000047,QUOTE-LOC-IN-0000047,COMPLETED,REF-LOC-IN-0000047,EXT-SRC-000024,INWARD,R3004,2026-03-27 13:05:00,,220000000005,AE070330000220000000005,7056.00,7056.00,SALARY,Salary,FTS,AE121247000000000000024,0.00,[]
LOC-IN-0000049,QUOTE-LOC-IN-0000049,COMPLETED,REF-LOC-IN-0000049,EXT-SRC-000025,INWARD,R3004,2026-04-29 13:05:00,,220000000005,AE070330000220000000005,7103.00,7103.00,SALARY,Salary,FTS,AE121257000000000000025,0.00,[]
LOC-IN-0000051,QUOTE-LOC-IN-0000051,COMPLETED,REF-LOC-IN-0000051,EXT-SRC-000026,INWARD,R3005,2026-01-16 14:06:00,,220000000006,AE070330000220000000006,6998.00,6998.00,SALARY,Salary,FTS,AE121267000000000000026,0.00,[]
LOC-IN-0000053,QUOTE-LOC-IN-0000053,COMPLETED,REF-LOC-IN-0000053,EXT-SRC-000027,INWARD,R3005,2026-01-28 14:06:00,,220000000006,AE070330000220000000006,7045.00,7045.00,SALARY,Salary,FTS,AE121277000000000000027,0.00,[]
LOC-IN-0000055,QUOTE-LOC-IN-0000055,COMPLETED,REF-LOC-IN-0000055,EXT-SRC-000028,INWARD,R3005,2026-02-28 14:06:00,,220000000006,AE070330000220000000006,7092.00,7092.00,SALARY,Salary,FTS,AE121287000000000000028,0.00,[]
LOC-IN-0000057,QUOTE-LOC-IN-0000057,COMPLETED,REF-LOC-IN-0000057,EXT-SRC-000029,INWARD,R3005,2026-04-03 14:06:00,,220000000006,AE070330000220000000006,7139.00,7139.00,SALARY,Salary,FTS,AE121297000000000000029,0.00,[]
LOC-IN-0000059,QUOTE-LOC-IN-0000059,COMPLETED,REF-LOC-IN-0000059,EXT-SRC-000030,INWARD,R3005,2026-05-06 14:06:00,,220000000006,AE070330000220000000006,7186.00,7186.00,SALARY,Salary,FTS,AE121307000000000000030,0.00,[]
LOC-IN-0000061,QUOTE-LOC-IN-0000061,COMPLETED,REF-LOC-IN-0000061,EXT-SRC-000031,INWARD,R3006,2026-01-01 15:07:00,,220000000007,AE070330000220000000007,7081.00,7081.00,SALARY,Salary,FTS,AE121317000000000000031,0.00,[]
LOC-IN-0000063,QUOTE-LOC-IN-0000063,COMPLETED,REF-LOC-IN-0000063,EXT-SRC-000032,INWARD,R3006,2026-02-04 15:07:00,,220000000007,AE070330000220000000007,7128.00,7128.00,SALARY,Salary,FTS,AE121327000000000000032,0.00,[]
LOC-IN-0000065,QUOTE-LOC-IN-0000065,COMPLETED,REF-LOC-IN-0000065,EXT-SRC-000033,INWARD,R3006,2026-03-07 15:07:00,,220000000007,AE070330000220000000007,7175.00,7175.00,SALARY,Salary,FTS,AE121337000000000000033,0.00,[]
LOC-IN-0000067,QUOTE-LOC-IN-0000067,COMPLETED,REF-LOC-IN-0000067,EXT-SRC-000034,INWARD,R3006,2026-04-10 15:07:00,,220000000007,AE070330000220000000007,7222.00,7222.00,SALARY,Salary,FTS,AE121347000000000000034,0.00,[]
LOC-IN-0000069,QUOTE-LOC-IN-0000069,COMPLETED,REF-LOC-IN-0000069,EXT-SRC-000035,INWARD,R3006,2026-05-13 15:07:00,,220000000007,AE070330000220000000007,7269.00,7269.00,SALARY,Salary,FTS,AE121357000000000000035,0.00,[]
LOC-IN-0000071,QUOTE-LOC-IN-0000071,COMPLETED,REF-LOC-IN-0000071,EXT-SRC-000036,INWARD,R3007,2026-01-08 16:08:00,,220000000008,AE070330000220000000008,7164.00,7164.00,SALARY,Salary,FTS,AE121367000000000000036,0.00,[]
LOC-IN-0000073,QUOTE-LOC-IN-0000073,COMPLETED,REF-LOC-IN-0000073,EXT-SRC-000037,INWARD,R3007,2026-02-11 16:08:00,,220000000008,AE070330000220000000008,7211.00,7211.00,SALARY,Salary,FTS,AE121377000000000000037,0.00,[]
LOC-IN-0000075,QUOTE-LOC-IN-0000075,COMPLETED,REF-LOC-IN-0000075,EXT-SRC-000038,INWARD,R3007,2026-03-14 16:08:00,,220000000008,AE070330000220000000008,7258.00,7258.00,SALARY,Salary,FTS,AE121387000000000000038,0.00,[]
LOC-IN-0000077,QUOTE-LOC-IN-0000077,COMPLETED,REF-LOC-IN-0000077,EXT-SRC-000039,INWARD,R3007,2026-04-17 16:08:00,,220000000008,AE070330000220000000008,7305.00,7305.00,SALARY,Salary,FTS,AE121397000000000000039,0.00,[]
LOC-IN-0000079,QUOTE-LOC-IN-0000079,COMPLETED,REF-LOC-IN-0000079,EXT-SRC-000040,INWARD,R3007,2026-04-28 16:08:00,,220000000008,AE070330000220000000008,7352.00,7352.00,SALARY,Salary,FTS,AE121407000000000000040,0.00,[]
LOC-IN-0000081,QUOTE-LOC-IN-0000081,COMPLETED,REF-LOC-IN-0000081,EXT-SRC-000041,INWARD,R3008,2026-01-15 17:09:00,,220000000009,AE070330000220000000009,7247.00,7247.00,SALARY,Salary,FTS,AE121417000000000000041,0.00,[]
LOC-IN-0000083,QUOTE-LOC-IN-0000083,COMPLETED,REF-LOC-IN-0000083,EXT-SRC-000042,INWARD,R3008,2026-01-27 17:09:00,,220000000009,AE070330000220000000009,7294.00,7294.00,SALARY,Salary,FTS,AE121427000000000000042,0.00,[]
LOC-IN-0000085,QUOTE-LOC-IN-0000085,COMPLETED,REF-LOC-IN-0000085,EXT-SRC-000043,INWARD,R3008,2026-02-27 17:09:00,,220000000009,AE070330000220000000009,7341.00,7341.00,SALARY,Salary,FTS,AE121437000000000000043,0.00,[]
LOC-IN-0000087,QUOTE-LOC-IN-0000087,COMPLETED,REF-LOC-IN-0000087,EXT-SRC-000044,INWARD,R3008,2026-04-02 17:09:00,,220000000009,AE070330000220000000009,7388.00,7388.00,SALARY,Salary,FTS,AE121447000000000000044,0.00,[]
LOC-IN-0000089,QUOTE-LOC-IN-0000089,COMPLETED,REF-LOC-IN-0000089,EXT-SRC-000045,INWARD,R3008,2026-05-05 17:09:00,,220000000009,AE070330000220000000009,7435.00,7435.00,SALARY,Salary,FTS,AE121457000000000000045,0.00,[]
LOC-IN-0000091,QUOTE-LOC-IN-0000091,COMPLETED,REF-LOC-IN-0000091,EXT-SRC-000046,INWARD,R3009,2025-12-31 18:10:00,,220000000010,AE070330000220000000010,7330.00,7330.00,SALARY,Salary,FTS,AE121467000000000000046,0.00,[]
LOC-IN-0000093,QUOTE-LOC-IN-0000093,COMPLETED,REF-LOC-IN-0000093,EXT-SRC-000047,INWARD,R3009,2026-02-03 18:10:00,,220000000010,AE070330000220000000010,7377.00,7377.00,SALARY,Salary,FTS,AE121477000000000000047,0.00,[]
LOC-IN-0000095,QUOTE-LOC-IN-0000095,COMPLETED,REF-LOC-IN-0000095,EXT-SRC-000048,INWARD,R3009,2026-03-06 18:10:00,,220000000010,AE070330000220000000010,7424.00,7424.00,SALARY,Salary,FTS,AE121487000000000000048,0.00,[]
LOC-IN-0000097,QUOTE-LOC-IN-0000097,COMPLETED,REF-LOC-IN-0000097,EXT-SRC-000049,INWARD,R3009,2026-04-09 18:10:00,,220000000010,AE070330000220000000010,7471.00,7471.00,SALARY,Salary,FTS,AE121497000000000000049,0.00,[]
LOC-IN-0000099,QUOTE-LOC-IN-0000099,COMPLETED,REF-LOC-IN-0000099,EXT-SRC-000050,INWARD,R3009,2026-05-12 18:10:00,,220000000010,AE070330000220000000010,7518.00,7518.00,SALARY,Salary,FTS,AE121507000000000000050,0.00,[]
LOC-IN-0000101,QUOTE-LOC-IN-0000101,COMPLETED,REF-LOC-IN-0000101,EXT-SRC-000051,INWARD,R3010,2026-01-07 08:11:00,,220000000011,AE070330000220000000011,7413.00,7413.00,SALARY,Salary,FTS,AE121517000000000000051,0.00,[]
LOC-IN-0000103,QUOTE-LOC-IN-0000103,COMPLETED,REF-LOC-IN-0000103,EXT-SRC-000052,INWARD,R3010,2026-02-10 08:11:00,,220000000011,AE070330000220000000011,7460.00,7460.00,SALARY,Salary,FTS,AE121527000000000000052,0.00,[]
LOC-IN-0000105,QUOTE-LOC-IN-0000105,COMPLETED,REF-LOC-IN-0000105,EXT-SRC-000053,INWARD,R3010,2026-03-13 08:11:00,,220000000011,AE070330000220000000011,7507.00,7507.00,SALARY,Salary,FTS,AE121537000000000000053,0.00,[]
LOC-IN-0000107,QUOTE-LOC-IN-0000107,COMPLETED,REF-LOC-IN-0000107,EXT-SRC-000054,INWARD,R3010,2026-04-16 08:11:00,,220000000011,AE070330000220000000011,7554.00,7554.00,SALARY,Salary,FTS,AE121547000000000000054,0.00,[]
LOC-IN-0000109,QUOTE-LOC-IN-0000109,COMPLETED,REF-LOC-IN-0000109,EXT-SRC-000055,INWARD,R3010,2026-04-27 08:11:00,,220000000011,AE070330000220000000011,7601.00,7601.00,SALARY,Salary,FTS,AE121557000000000000055,0.00,[]
LOC-IN-0000111,QUOTE-LOC-IN-0000111,COMPLETED,REF-LOC-IN-0000111,EXT-SRC-000056,INWARD,R3011,2026-01-14 09:12:00,,220000000012,AE070330000220000000012,7496.00,7496.00,SALARY,Salary,FTS,AE121567000000000000056,0.00,[]
LOC-IN-0000113,QUOTE-LOC-IN-0000113,COMPLETED,REF-LOC-IN-0000113,EXT-SRC-000057,INWARD,R3011,2026-02-17 09:12:00,,220000000012,AE070330000220000000012,7543.00,7543.00,SALARY,Salary,FTS,AE121577000000000000057,0.00,[]
LOC-IN-0000115,QUOTE-LOC-IN-0000115,COMPLETED,REF-LOC-IN-0000115,EXT-SRC-000058,INWARD,R3011,2026-02-26 09:12:00,,220000000012,AE070330000220000000012,7590.00,7590.00,SALARY,Salary,FTS,AE121587000000000000058,0.00,[]
LOC-IN-0000117,QUOTE-LOC-IN-0000117,COMPLETED,REF-LOC-IN-0000117,EXT-SRC-000059,INWARD,R3011,2026-04-01 09:12:00,,220000000012,AE070330000220000000012,7637.00,7637.00,SALARY,Salary,FTS,AE121597000000000000059,0.00,[]
LOC-IN-0000119,QUOTE-LOC-IN-0000119,COMPLETED,REF-LOC-IN-0000119,EXT-SRC-000060,INWARD,R3011,2026-05-04 09:12:00,,220000000012,AE070330000220000000012,7684.00,7684.00,SALARY,Salary,FTS,AE121607000000000000060,0.00,[]
LOC-IN-0000121,QUOTE-LOC-IN-0000121,COMPLETED,REF-LOC-IN-0000121,EXT-SRC-000061,INWARD,R3012,2025-12-30 10:13:00,,220000000013,AE070330000220000000013,7579.00,7579.00,SALARY,Salary,FTS,AE121617000000000000061,0.00,[]
LOC-IN-0000123,QUOTE-LOC-IN-0000123,COMPLETED,REF-LOC-IN-0000123,EXT-SRC-000062,INWARD,R3012,2026-02-02 10:13:00,,220000000013,AE070330000220000000013,7626.00,7626.00,SALARY,Salary,FTS,AE121627000000000000062,0.00,[]
LOC-IN-0000125,QUOTE-LOC-IN-0000125,COMPLETED,REF-LOC-IN-0000125,EXT-SRC-000063,INWARD,R3012,2026-03-05 10:13:00,,220000000013,AE070330000220000000013,7673.00,7673.00,SALARY,Salary,FTS,AE121637000000000000063,0.00,[]
LOC-IN-0000127,QUOTE-LOC-IN-0000127,COMPLETED,REF-LOC-IN-0000127,EXT-SRC-000064,INWARD,R3012,2026-04-08 10:13:00,,220000000013,AE070330000220000000013,7720.00,7720.00,SALARY,Salary,FTS,AE121647000000000000064,0.00,[]
LOC-IN-0000129,QUOTE-LOC-IN-0000129,COMPLETED,REF-LOC-IN-0000129,EXT-SRC-000065,INWARD,R3012,2026-05-11 10:13:00,,220000000013,AE070330000220000000013,7767.00,7767.00,SALARY,Salary,FTS,AE121657000000000000065,0.00,[]
LOC-IN-0000131,QUOTE-LOC-IN-0000131,COMPLETED,REF-LOC-IN-0000131,EXT-SRC-000066,INWARD,R3013,2026-01-06 11:14:00,,220000000014,AE070330000220000000014,7662.00,7662.00,SALARY,Salary,FTS,AE121667000000000000066,0.00,[]
LOC-IN-0000133,QUOTE-LOC-IN-0000133,COMPLETED,REF-LOC-IN-0000133,EXT-SRC-000067,INWARD,R3013,2026-02-09 11:14:00,,220000000014,AE070330000220000000014,7709.00,7709.00,SALARY,Salary,FTS,AE121677000000000000067,0.00,[]
LOC-IN-0000135,QUOTE-LOC-IN-0000135,COMPLETED,REF-LOC-IN-0000135,EXT-SRC-000068,INWARD,R3013,2026-03-12 11:14:00,,220000000014,AE070330000220000000014,7756.00,7756.00,SALARY,Salary,FTS,AE121687000000000000068,0.00,[]
LOC-IN-0000137,QUOTE-LOC-IN-0000137,COMPLETED,REF-LOC-IN-0000137,EXT-SRC-000069,INWARD,R3013,2026-04-15 11:14:00,,220000000014,AE070330000220000000014,7803.00,7803.00,SALARY,Salary,FTS,AE121697000000000000069,0.00,[]
LOC-IN-0000139,QUOTE-LOC-IN-0000139,COMPLETED,REF-LOC-IN-0000139,EXT-SRC-000070,INWARD,R3013,2026-04-26 11:14:00,,220000000014,AE070330000220000000014,7850.00,7850.00,SALARY,Salary,FTS,AE121707000000000000070,0.00,[]
LOC-IN-0000141,QUOTE-LOC-IN-0000141,COMPLETED,REF-LOC-IN-0000141,EXT-SRC-000071,INWARD,R3014,2026-01-13 12:15:00,,220000000015,AE070330000220000000015,7745.00,7745.00,SALARY,Salary,FTS,AE121717000000000000071,0.00,[]
LOC-IN-0000143,QUOTE-LOC-IN-0000143,COMPLETED,REF-LOC-IN-0000143,EXT-SRC-000072,INWARD,R3014,2026-02-16 12:15:00,,220000000015,AE070330000220000000015,7792.00,7792.00,SALARY,Salary,FTS,AE121727000000000000072,0.00,[]
LOC-IN-0000145,QUOTE-LOC-IN-0000145,COMPLETED,REF-LOC-IN-0000145,EXT-SRC-000073,INWARD,R3014,2026-02-25 12:15:00,,220000000015,AE070330000220000000015,7839.00,7839.00,SALARY,Salary,FTS,AE121737000000000000073,0.00,[]
LOC-IN-0000147,QUOTE-LOC-IN-0000147,COMPLETED,REF-LOC-IN-0000147,EXT-SRC-000074,INWARD,R3014,2026-03-31 12:15:00,,220000000015,AE070330000220000000015,7886.00,7886.00,SALARY,Salary,FTS,AE121747000000000000074,0.00,[]
LOC-IN-0000149,QUOTE-LOC-IN-0000149,COMPLETED,REF-LOC-IN-0000149,EXT-SRC-000075,INWARD,R3014,2026-05-03 12:15:00,,220000000015,AE070330000220000000015,7933.00,7933.00,SALARY,Salary,FTS,AE121757000000000000075,0.00,[]
LOC-IN-0000151,QUOTE-LOC-IN-0000151,COMPLETED,REF-LOC-IN-0000151,EXT-SRC-000076,INWARD,R3015,2025-12-29 13:16:00,,220000000016,AE070330000220000000016,7828.00,7828.00,SALARY,Salary,FTS,AE121767000000000000076,0.00,[]
LOC-IN-0000153,QUOTE-LOC-IN-0000153,COMPLETED,REF-LOC-IN-0000153,EXT-SRC-000077,INWARD,R3015,2026-02-01 13:16:00,,220000000016,AE070330000220000000016,7875.00,7875.00,SALARY,Salary,FTS,AE121777000000000000077,0.00,[]
LOC-IN-0000155,QUOTE-LOC-IN-0000155,COMPLETED,REF-LOC-IN-0000155,EXT-SRC-000078,INWARD,R3015,2026-03-04 13:16:00,,220000000016,AE070330000220000000016,7922.00,7922.00,SALARY,Salary,FTS,AE121787000000000000078,0.00,[]
LOC-IN-0000157,QUOTE-LOC-IN-0000157,COMPLETED,REF-LOC-IN-0000157,EXT-SRC-000079,INWARD,R3015,2026-04-07 13:16:00,,220000000016,AE070330000220000000016,7969.00,7969.00,SALARY,Salary,FTS,AE121797000000000000079,0.00,[]
LOC-IN-0000159,QUOTE-LOC-IN-0000159,COMPLETED,REF-LOC-IN-0000159,EXT-SRC-000080,INWARD,R3015,2026-05-10 13:16:00,,220000000016,AE070330000220000000016,8016.00,8016.00,SALARY,Salary,FTS,AE121807000000000000080,0.00,[]
LOC-IN-0000161,QUOTE-LOC-IN-0000161,COMPLETED,REF-LOC-IN-0000161,EXT-SRC-000081,INWARD,R3016,2026-01-05 14:17:00,,220000000017,AE070330000220000000017,7911.00,7911.00,SALARY,Salary,FTS,AE121817000000000000081,0.00,[]
LOC-IN-0000163,QUOTE-LOC-IN-0000163,COMPLETED,REF-LOC-IN-0000163,EXT-SRC-000082,INWARD,R3016,2026-02-08 14:17:00,,220000000017,AE070330000220000000017,7958.00,7958.00,SALARY,Salary,FTS,AE121827000000000000082,0.00,[]
LOC-IN-0000165,QUOTE-LOC-IN-0000165,COMPLETED,REF-LOC-IN-0000165,EXT-SRC-000083,INWARD,R3016,2026-03-11 14:17:00,,220000000017,AE070330000220000000017,8005.00,8005.00,SALARY,Salary,FTS,AE121837000000000000083,0.00,[]
LOC-IN-0000167,QUOTE-LOC-IN-0000167,COMPLETED,REF-LOC-IN-0000167,EXT-SRC-000084,INWARD,R3016,2026-04-14 14:17:00,,220000000017,AE070330000220000000017,8052.00,8052.00,SALARY,Salary,FTS,AE121847000000000000084,0.00,[]
LOC-IN-0000169,QUOTE-LOC-IN-0000169,COMPLETED,REF-LOC-IN-0000169,EXT-SRC-000085,INWARD,R3016,2026-05-17 14:17:00,,220000000017,AE070330000220000000017,8099.00,8099.00,SALARY,Salary,FTS,AE121857000000000000085,0.00,[]
LOC-IN-0000171,QUOTE-LOC-IN-0000171,COMPLETED,REF-LOC-IN-0000171,EXT-SRC-000086,INWARD,R3017,2026-01-12 15:18:00,,220000000018,AE070330000220000000018,7994.00,7994.00,SALARY,Salary,FTS,AE121867000000000000086,0.00,[]
LOC-IN-0000173,QUOTE-LOC-IN-0000173,COMPLETED,REF-LOC-IN-0000173,EXT-SRC-000087,INWARD,R3017,2026-02-15 15:18:00,,220000000018,AE070330000220000000018,8041.00,8041.00,SALARY,Salary,FTS,AE121877000000000000087,0.00,[]
LOC-IN-0000175,QUOTE-LOC-IN-0000175,COMPLETED,REF-LOC-IN-0000175,EXT-SRC-000088,INWARD,R3017,2026-02-24 15:18:00,,220000000018,AE070330000220000000018,8088.00,8088.00,SALARY,Salary,FTS,AE121887000000000000088,0.00,[]
LOC-IN-0000177,QUOTE-LOC-IN-0000177,COMPLETED,REF-LOC-IN-0000177,EXT-SRC-000089,INWARD,R3017,2026-03-30 15:18:00,,220000000018,AE070330000220000000018,8135.00,8135.00,SALARY,Salary,FTS,AE121897000000000000089,0.00,[]
LOC-IN-0000179,QUOTE-LOC-IN-0000179,COMPLETED,REF-LOC-IN-0000179,EXT-SRC-000090,INWARD,R3017,2026-05-02 15:18:00,,220000000018,AE070330000220000000018,8182.00,8182.00,SALARY,Salary,FTS,AE121907000000000000090,0.00,[]
LOC-IN-0000181,QUOTE-LOC-IN-0000181,COMPLETED,REF-LOC-IN-0000181,EXT-SRC-000091,INWARD,R3018,2025-12-28 16:19:00,,220000000019,AE070330000220000000019,8077.00,8077.00,SALARY,Salary,FTS,AE121917000000000000091,0.00,[]
LOC-IN-0000183,QUOTE-LOC-IN-0000183,COMPLETED,REF-LOC-IN-0000183,EXT-SRC-000092,INWARD,R3018,2026-01-31 16:19:00,,220000000019,AE070330000220000000019,8124.00,8124.00,SALARY,Salary,FTS,AE121927000000000000092,0.00,[]
LOC-IN-0000185,QUOTE-LOC-IN-0000185,COMPLETED,REF-LOC-IN-0000185,EXT-SRC-000093,INWARD,R3018,2026-03-03 16:19:00,,220000000019,AE070330000220000000019,8171.00,8171.00,SALARY,Salary,FTS,AE121937000000000000093,0.00,[]
LOC-IN-0000187,QUOTE-LOC-IN-0000187,COMPLETED,REF-LOC-IN-0000187,EXT-SRC-000094,INWARD,R3018,2026-04-06 16:19:00,,220000000019,AE070330000220000000019,8218.00,8218.00,SALARY,Salary,FTS,AE121947000000000000094,0.00,[]
LOC-IN-0000189,QUOTE-LOC-IN-0000189,COMPLETED,REF-LOC-IN-0000189,EXT-SRC-000095,INWARD,R3018,2026-05-09 16:19:00,,220000000019,AE070330000220000000019,8265.00,8265.00,SALARY,Salary,FTS,AE121957000000000000095,0.00,[]
LOC-IN-0000191,QUOTE-LOC-IN-0000191,COMPLETED,REF-LOC-IN-0000191,EXT-SRC-000096,INWARD,R3019,2026-01-04 17:20:00,,220000000020,AE070330000220000000020,8160.00,8160.00,SALARY,Salary,FTS,AE121967000000000000096,0.00,[]
LOC-IN-0000193,QUOTE-LOC-IN-0000193,COMPLETED,REF-LOC-IN-0000193,EXT-SRC-000097,INWARD,R3019,2026-02-07 17:20:00,,220000000020,AE070330000220000000020,8207.00,8207.00,SALARY,Salary,FTS,AE121977000000000000097,0.00,[]
LOC-IN-0000195,QUOTE-LOC-IN-0000195,COMPLETED,REF-LOC-IN-0000195,EXT-SRC-000098,INWARD,R3019,2026-03-10 17:20:00,,220000000020,AE070330000220000000020,8254.00,8254.00,SALARY,Salary,FTS,AE121987000000000000098,0.00,[]
LOC-IN-0000197,QUOTE-LOC-IN-0000197,COMPLETED,REF-LOC-IN-0000197,EXT-SRC-000099,INWARD,R3019,2026-04-13 17:20:00,,220000000020,AE070330000220000000020,8301.00,8301.00,SALARY,Salary,FTS,AE121997000000000000099,0.00,[]
