account_id,customer_id,entity_type,account_number,iban,account_currency,account_status,account_opened_date,account_closed_date
ACC-R3041-001,R3041,RETAIL,220000000042,AE070330000220000000042,AED,ACTIVE,2022-12-16,
ACC-R3042-001,R3042,RETAIL,220000000043,AE070330000220000000043,AED,ACTIVE,2023-01-02,
ACC-R3043-001,R3043,RETAIL,220000000044,AE070330000220000000044,AED,ACTIVE,2023-01-19,
ACC-R3044-001,R3044,RETAIL,220000000045,AE070330000220000000045,AED,ACTIVE,2023-02-05,
ACC-R3045-001,R3045,RETAIL,220000000046,AE070330000220000000046,AED,ACTIVE,2023-02-22,
ACC-R3046-001,R3046,RETAIL,220000000047,AE070330000220000000047,AED,ACTIVE,2023-03-11,
ACC-R3047-001,R3047,RETAIL,220000000048,AE070330000220000000048,AED,ACTIVE,2023-03-28,
ACC-R3048-001,R3048,RETAIL,220000000049,AE070330000220000000049,AED,ACTIVE,2023-04-14,
ACC-R3049-001,R3049,RETAIL,220000000050,AE070330000220000000050,AED,ACTIVE,2023-05-01,
ACC-R3050-001,R3050,RETAIL,220000000051,AE070330000220000000051,AED,ACTIVE,2023-05-18,
ACC-R3051-001,R3051,RETAIL,220000000052,AE070330000220000000052,AED,ACTIVE,2023-06-04,
ACC-R3052-001,R3052,RETAIL,220000000053,AE070330000220000000053,AED,ACTIVE,2023-06-21,
ACC-R3053-001,R3053,RETAIL,220000000054,AE070330000220000000054,AED,ACTIVE,2023-07-08,
ACC-R3054-001,R3054,RETAIL,220000000055,AE070330000220000000055,AED,ACTIVE,2023-07-25,
ACC-R3055-001,R3055,RETAIL,220000000056,AE070330000220000000056,AED,ACTIVE,2023-08-11,
ACC-R3056-001,R3056,RETAIL,220000000057,AE070330000220000000057,AED,ACTIVE,2023-08-28,
ACC-R3057-001,R3057,RETAIL,220000000058,AE070330000220000000058,AED,ACTIVE,2023-09-14,
ACC-R3058-001,R3058,RETAIL,220000000059,AE070330000220000000059,AED,ACTIVE,2023-10-01,
ACC-R3059-001,R3059,RETAIL,220000000060,AE070330000220000000060,AED,ACTIVE,2023-10-18,
ACC-R3060-001,R3060,RETAIL,220000000061,AE070330000220000000061,AED,ACTIVE,2023-11-04,
ACC-R3061-001,R3061,RETAIL,220000000062,AE070330000220000000062,AED,ACTIVE,2023-11-21,
ACC-R3062-001,R3062,RETAIL,220000000063,AE070330000220000000063,AED,ACTIVE,2023-12-08,
ACC-R3063-001,R3063,RETAIL,220000000064,AE070330000220000000064,AED,ACTIVE,2023-12-25,
ACC-R3064-001,R3064,RETAIL,220000000065,AE070330000220000000065,AED,ACTIVE,2024-01-11,
ACC-R3065-001,R3065,RETAIL,220000000066,AE070330000220000000066,AED,ACTIVE,2024-01-28,
ACC-R3066-001,R3066,RETAIL,220000000067,AE070330000220000000067,AED,ACTIVE,2024-02-14,
ACC-R3067-001,R3067,RETAIL,220000000068,AE070330000220000000068,AED,ACTIVE,2024-03-02,
ACC-R3068-001,R3068,RETAIL,220000000069,AE070330000220000000069,AED,ACTIVE,2024-03-19,
ACC-R3069-001,R3069,RETAIL,220000000070,AE070330000220000000070,AED,ACTIVE,2024-04-05,
ACC-R3070-001,R3070,RETAIL,220000000071,AE070330000220000000071,AED,ACTIVE,2024-04-22,
ACC-R3071-001,R3071,RETAIL,220000000072,AE070330000220000000072,AED,ACTIVE,2024-05-09,
ACC-R3072-001,R3072,RETAIL,220000000073,AE070330000220000000073,AED,ACTIVE,2024-05-26,
ACC-R3073-001,R3073,RETAIL,220000000074,AE070330000220000000074,AED,ACTIVE,2021-01-09,
ACC-R3074-001,R3074,RETAIL,220000000075,AE070330000220000000075,AED,ACTIVE,2021-01-26,
ACC-R3075-001,R3075,RETAIL,220000000076,AE070330000220000000076,AED,ACTIVE,2021-02-12,
ACC-R3076-001,R3076,RETAIL,220000000077,AE070330000220000000077,AED,ACTIVE,2021-03-01,
ACC-R3077-001,R3077,RETAIL,220000000078,AE070330000220000000078,AED,ACTIVE,2021-03-18,
ACC-R3078-001,R3078,RETAIL,220000000079,AE070330000220000000079,AED,ACTIVE,2021-04-04,
ACC-R3079-001,R3079,RETAIL,220000000080,AE070330000220000000080,AED,ACTIVE,2021-04-21,
ACC-R3080-001,R3080,RETAIL,220000000081,AE070330000220000000081,AED,ACTIVE,2021-05-08,
ACC-R3081-001,R3081,RETAIL,220000000082,AE070330000220000000082,AED,ACTIVE,2021-05-25,
ACC-R3082-001,R3082,RETAIL,220000000083,AE070330000220000000083,AED,ACTIVE,2021-06-11,
ACC-R3083-001,R3083,RETAIL,220000000084,AE070330000220000000084,AED,ACTIVE,2021-06-28,
ACC-R3084-001,R3084,RETAIL,220000000085,AE070330000220000000085,AED,ACTIVE,2021-07-15,
ACC-R3085-001,R3085,RETAIL,220000000086,AE070330000220000000086,AED,ACTIVE,2021-08-01,
ACC-R3086-001,R3086,RETAIL,220000000087,AE070330000220000000087,AED,ACTIVE,2021-08-18,
ACC-R3087-001,R3087,RETAIL,220000000088,AE070330000220000000088,AED,ACTIVE,2021-09-04,
ACC-R3088-001,R3088,RETAIL,220000000089,AE070330000220000000089,AED,ACTIVE,2021-09-21,
ACC-R3089-001,R3089,RETAIL,220000000090,AE070330000220000000090,AED,ACTIVE,2021-10-08,
ACC-R3090-001,R3090,RETAIL,220000000091,AE070330000220000000091,AED,ACTIVE,2021-10-25,
ACC-R3091-001,R3091,RETAIL,220000000092,AE070330000220000000092,AED,ACTIVE,2021-11-11,
ACC-R3092-001,R3092,RETAIL,220000000093,AE070330000220000000093,AED,ACTIVE,2021-11-28,
ACC-R3093-001,R3093,RETAIL,220000000094,AE070330000220000000094,AED,ACTIVE,2021-12-15,
ACC-R3094-001,R3094,RETAIL,220000000095,AE070330000220000000095,AED,ACTIVE,2022-01-01,
ACC-R3095-001,R3095,RETAIL,220000000096,AE070330000220000000096,AED,ACTIVE,2022-01-18,
ACC-R3096-001,R3096,RETAIL,220000000097,AE070330000220000000097,AED,ACTIVE,2022-02-04,
ACC-R3097-001,R3097,RETAIL,220000000098,AE070330000220000000098,AED,ACTIVE,2022-02-21,
ACC-R3098-001,R3098,RETAIL,220000000099,AE070330000220000000099,AED,ACTIVE,2022-03-10,
ACC-R3099-001,R3099,RETAIL,220000000100,AE070330000220000000100,AED,ACTIVE,2022-03-27,
ACC-R3100-001,R3100,RETAIL,220000000101,AE070330000220000000101,AED,ACTIVE,2022-04-13,
ACC-R3101-001,R3101,RETAIL,220000000102,AE070330000220000000102,AED,ACTIVE,2022-04-30,
ACC-R3102-001,R3102,RETAIL,220000000103,AE070330000220000000103,AED,ACTIVE,2022-05-17,
ACC-R3103-001,R3103,RETAIL,220000000104,AE070330000220000000104,AED,ACTIVE,2022-06-03,
ACC-R3104-001,R3104,RETAIL,220000000105,AE070330000220000000105,AED,ACTIVE,2022-06-20,
ACC-R3105-001,R3105,RETAIL,220000000106,AE070330000220000000106,AED,ACTIVE,2022-07-07,
ACC-R3106-001,R3106,RETAIL,220000000107,AE070330000220000000107,AED,ACTIVE,2022-07-24,
ACC-R3107-001,R3107,RETAIL,220000000108,AE070330000220000000108,AED,ACTIVE,2022-08-10,
ACC-R3108-001,R3108,RETAIL,220000000109,AE070330000220000000109,AED,ACTIVE,2022-08-27,
ACC-R3109-001,R3109,RETAIL,220000000110,AE070330000220000000110,AED,ACTIVE,2022-09-13,
ACC-R3110-001,R3110,RETAIL,220000000111,AE070330000220000000111,AED,ACTIVE,2022-09-30,
ACC-R3111-001,R3111,RETAIL,220000000112,AE070330000220000000112,AED,ACTIVE,2022-10-17,
ACC-R3112-001,R3112,RETAIL,220000000113,AE070330000220000000113,AED,ACTIVE,2022-11-03,
ACC-R3113-001,R3113,RETAIL,220000000114,AE070330000220000000114,AED,ACTIVE,2022-11-20,
ACC-R3114-001,R3114,RETAIL,220000000115,AE070330000220000000115,AED,ACTIVE,2022-12-07,
ACC-R3115-001,R3115,RETAIL,220000000116,AE070330000220000000116,AED,ACTIVE,2022-12-24,
ACC-R3116-001,R3116,RETAIL,220000000117,AE070330000220000000117,AED,ACTIVE,2023-01-10,
ACC-R3117-001,R3117,RETAIL,220000000118,AE070330000220000000118,AED,ACTIVE,2023-01-27,
ACC-R3118-001,R3118,RETAIL,220000000119,AE070330000220000000119,AED,ACTIVE,2023-02-13,
ACC-R3119-001,R3119,RETAIL,220000000120,AE070330000220000000120,AED,ACTIVE,2023-03-02,
ACC-R3120-001,R3120,RETAIL,220000000121,AE070330000220000000121,AED,ACTIVE,2023-03-19,
ACC-R3121-001,R3121,RETAIL,220000000122,AE070330000220000000122,AED,ACTIVE,2023-04-05,
ACC-R3122-001,R3122,RETAIL,220000000123,AE070330000220000000123,AED,ACTIVE,2023-04-22,
ACC-R3123-001,R3123,RETAIL,220000000124,AE070330000220000000124,AED,ACTIVE,2023-05-09,
ACC-R3124-001,R3124,RETAIL,220000000125,AE070330000220000000125,AED,ACTIVE,2023-05-26,
ACC-R3125-001,R3125,RETAIL,220000000126,AE070330000220000000126,AED,ACTIVE,2023-06-12,
ACC-R3126-001,R3126,RETAIL,220000000127,AE070330000220000000127,AED,ACTIVE,2023-06-29,
ACC-R3127-001,R3127,RETAIL,220000000128,AE070330000220000000128,AED,ACTIVE,2023-07-16,
ACC-R3128-001,R3128,RETAIL,220000000129,AE070330000220000000129,AED,ACTIVE,2023-08-02,
ACC-R3129-001,R3129,RETAIL,220000000130,AE070330000220000000130,AED,ACTIVE,2023-08-19,
ACC-R3130-001,R3130,RETAIL,220000000131,AE070330000220000000131,AED,ACTIVE,2023-09-05,
ACC-R3131-001,R3131,RETAIL,220000000132,AE070330000220000000132,AED,ACTIVE,2023-09-22,
ACC-R3132-001,R3132,RETAIL,220000000133,AE070330000220000000133,AED,ACTIVE,2023-10-09,
ACC-R3133-001,R3133,RETAIL,220000000134,AE070330000220000000134,AED,ACTIVE,2023-10-26,
ACC-R3134-001,R3134,RETAIL,220000000135,AE070330000220000000135,AED,ACTIVE,2023-11-12,
ACC-R3135-001,R3135,RETAIL,220000000136,AE070330000220000000136,AED,ACTIVE,2023-11-29,
ACC-R3136-001,R3136,RETAIL,220000000137,AE070330000220000000137,AED,ACTIVE,2023-12-16,
ACC-R3137-001,R3137,RETAIL,220000000138,AE070330000220000000138,AED,ACTIVE,2024-01-02,
ACC-R3138-001,R3138,RETAIL,220000000139,AE070330000220000000139,AED,ACTIVE,2024-01-19,
ACC-R3139-001,R3139,RETAIL,220000000140,AE070330000220000000140,AED,ACTIVE,2024-02-05,
ACC-R3140-001,R3140,RETAIL,220000000141,AE070330000220000000141,AED,ACTIVE,2024-02-22,
ACC-R3141-001,R3141,RETAIL,220000000142,AE070330000220000000142,AED,ACTIVE,2024-03-10,
ACC-R3142-001,R3142,RETAIL,220000000143,AE070330000220000000143,AED,ACTIVE,2024-03-27,
ACC-R3143-001,R3143,RETAIL,220000000144,AE070330000220000000144,AED,ACTIVE,2024-04-13,
ACC-R3144-001,R3144,RETAIL,220000000145,AE070330000220000000145,AED,ACTIVE,2024-04-30,
ACC-R3145-001,R3145,RETAIL,220000000146,AE070330000220000000146,AED,ACTIVE,2024-05-17,
ACC-R3146-001,R3146,RETAIL,220000000147,AE070330000220000000147,AED,ACTIVE,2024-06-03,
ACC-R3147-001,R3147,RETAIL,220000000148,AE070330000220000000148,AED,ACTIVE,2021-01-17,
ACC-R3148-001,R3148,RETAIL,220000000149,AE070330000220000000149,AED,ACTIVE,2021-02-03,
ACC-R3149-001,R3149,RETAIL,220000000150,AE070330000220000000150,AED,ACTIVE,2021-02-20,
ACC-R3150-001,R3150,RETAIL,220000000151,AE070330000220000000151,AED,ACTIVE,2021-03-09,
ACC-R3151-001,R3151,RETAIL,220000000152,AE070330000220000000152,AED,ACTIVE,2021-03-26,
ACC-R3152-001,R3152,RETAIL,220000000153,AE070330000220000000153,AED,ACTIVE,2021-04-12,
ACC-R3153-001,R3153,RETAIL,220000000154,AE070330000220000000154,AED,ACTIVE,2021-04-29,
ACC-R3154-001,R3154,RETAIL,220000000155,AE070330000220000000155,AED,ACTIVE,2021-05-16,
ACC-R3155-001,R3155,RETAIL,220000000156,AE070330000220000000156,AED,ACTIVE,2021-06-02,
ACC-R3156-001,R3156,RETAIL,220000000157,AE070330000220000000157,AED,ACTIVE,2021-06-19,
ACC-R3157-001,R3157,RETAIL,220000000158,AE070330000220000000158,AED,ACTIVE,2021-07-06,
ACC-R3158-001,R3158,RETAIL,220000000159,AE070330000220000000159,AED,ACTIVE,2021-07-23,
ACC-R3159-001,R3159,RETAIL,220000000160,AE070330000220000000160,AED,ACTIVE,2021-08-09,
ACC-R3160-001,R3160,RETAIL,220000000161,AE070330000220000000161,AED,ACTIVE,2021-08-26,
ACC-R3161-001,R3161,RETAIL,220000000162,AE070330000220000000162,AED,ACTIVE,2021-09-12,
ACC-R3162-001,R3162,RETAIL,220000000163,AE070330000220000000163,AED,ACTIVE,2021-09-29,
ACC-R3163-001,R3163,RETAIL,220000000164,AE070330000220000000164,AED,ACTIVE,2021-10-16,
ACC-R3164-001,R3164,RETAIL,220000000165,AE070330000220000000165,AED,ACTIVE,2021-11-02,
ACC-R3165-001,R3165,RETAIL,220000000166,AE070330000220000000166,AED,ACTIVE,2021-11-19,
ACC-R3166-001,R3166,RETAIL,220000000167,AE070330000220000000167,AED,ACTIVE,2021-12-06,
ACC-R3167-001,R3167,RETAIL,220000000168,AE070330000220000000168,AED,ACTIVE,2021-12-23,
ACC-R3168-001,R3168,RETAIL,220000000169,AE070330000220000000169,AED,ACTIVE,2022-01-09,
ACC-R3169-001,R3169,RETAIL,220000000170,AE070330000220000000170,AED,ACTIVE,2022-01-26,
ACC-R3170-001,R3170,RETAIL,220000000171,AE070330000220000000171,AED,ACTIVE,2022-02-12,
ACC-R3171-001,R3171,RETAIL,220000000172,AE070330000220000000172,AED,ACTIVE,2022-03-01,
ACC-R3172-001,R3172,RETAIL,220000000173,AE070330000220000000173,AED,ACTIVE,2022-03-18,
ACC-R3173-001,R3173,RETAIL,220000000174,AE070330000220000000174,AED,ACTIVE,2022-04-04,
ACC-R3174-001,R3174,RETAIL,220000000175,AE070330000220000000175,AED,ACTIVE,2022-04-21,
ACC-R3175-001,R3175,RETAIL,220000000176,AE070330000220000000176,AED,ACTIVE,2022-05-08,
ACC-R3176-001,R3176,RETAIL,220000000177,AE070330000220000000177,AED,ACTIVE,2022-05-25,
ACC-R3177-001,R3177,RETAIL,220000000178,AE070330000220000000178,AED,ACTIVE,2022-06-11,
ACC-R3178-001,R3178,RETAIL,220000000179,AE070330000220000000179,AED,ACTIVE,2022-06-28,
ACC-R3179-001,R3179,RETAIL,220000000180,AE070330000220000000180,AED,ACTIVE,2022-07-15,
ACC-R3180-001,R3180,RETAIL,220000000181,AE070330000220000000181,AED,ACTIVE,2022-08-01,
ACC-R3181-001,R3181,RETAIL,220000000182,AE070330000220000000182,AED,ACTIVE,2022-08-18,
ACC-R3182-001,R3182,RETAIL,220000000183,AE070330000220000000183,AED,ACTIVE,2022-09-04,
ACC-R3183-001,R3183,RETAIL,220000000184,AE070330000220000000184,AED,ACTIVE,2022-09-21,
ACC-R3184-001,R3184,RETAIL,220000000185,AE070330000220000000185,AED,ACTIVE,2022-10-08,
ACC-R3185-001,R3185,RETAIL,220000000186,AE070330000220000000186,AED,ACTIVE,2022-10-25,
ACC-R3186-001,R3186,RETAIL,220000000187,AE070330000220000000187,AED,ACTIVE,2022-11-11,
ACC-R3187-001,R3187,RETAIL,220000000188,AE070330000220000000188,AED,ACTIVE,2022-11-28,
ACC-R3188-001,R3188,RETAIL,220000000189,AE070330000220000000189,AED,ACTIVE,2022-12-15,
ACC-R3189-001,R3189,RETAIL,220000000190,AE070330000220000000190,AED,ACTIVE,2023-01-01,
ACC-R3190-001,R3190,RETAIL,220000000191,AE070330000220000000191,AED,ACTIVE,2023-01-18,
ACC-R3191-001,R3191,RETAIL,220000000192,AE070330000220000000192,AED,ACTIVE,2023-02-04,
ACC-R3192-001,R3192,RETAIL,220000000193,AE070330000220000000193,AED,ACTIVE,2023-02-21,
ACC-R3193-001,R3193,RETAIL,220000000194,AE070330000220000000194,AED,ACTIVE,2023-03-10,
ACC-R3194-001,R3194,RETAIL,220000000195,AE070330000220000000195,AED,ACTIVE,2023-03-27,
ACC-R3195-001,R3195,RETAIL,220000000196,AE070330000220000000196,AED,ACTIVE,2023-04-13,
ACC-R3196-001,R3196,RETAIL,220000000197,AE070330000220000000197,AED,ACTIVE,2023-04-30,
ACC-R3197-001,R3197,RETAIL,220000000198,AE070330000220000000198,AED,ACTIVE,2023-05-17,
ACC-R3198-001,R3198,RETAIL,220000000199,AE070330000220000000199,AED,ACTIVE,2023-06-03,
ACC-R3199-001,R3199,RETAIL,220000000200,AE070330000220000000200,AED,ACTIVE,2023-06-20,
ACC-R3200-001,R3200,RETAIL,220000000201,AE070330000220000000201,AED,ACTIVE,2023-07-07,
ACC-R3201-001,R3201,RETAIL,220000000202,AE070330000220000000202,AED,ACTIVE,2023-07-24,
ACC-R3202-001,R3202,RETAIL,220000000203,AE070330000220000000203,AED,ACTIVE,2023-08-10,
ACC-R3203-001,R3203,RETAIL,220000000204,AE070330000220000000204,AED,ACTIVE,2023-08-27,
ACC-R3204-001,R3204,RETAIL,220000000205,AE070330000220000000205,AED,ACTIVE,2023-09-13,
ACC-R3205-001,R3205,RETAIL,220000000206,AE070330000220000000206,AED,ACTIVE,2023-09-30,
ACC-R3206-001,R3206,RETAIL,220000000207,AE070330000220000000207,AED,ACTIVE,2023-10-17,
ACC-R3207-001,R3207,RETAIL,220000000208,AE070330000220000000208,AED,ACTIVE,2023-11-03,
ACC-R3208-001,R3208,RETAIL,220000000209,AE070330000220000000209,AED,ACTIVE,2023-11-20,
ACC-R3209-001,R3209,RETAIL,220000000210,AE070330000220000000210,AED,ACTIVE,2023-12-07,
ACC-R3210-001,R3210,RETAIL,220000000211,AE070330000220000000211,AED,ACTIVE,2023-12-24,
ACC-R3211-001,R3211,RETAIL,220000000212,AE070330000220000000212,AED,ACTIVE,2024-01-10,
ACC-R3212-001,R3212,RETAIL,220000000213,AE070330000220000000213,AED,ACTIVE,2024-01-27,
ACC-R3213-001,R3213,RETAIL,220000000214,AE070330000220000000214,AED,ACTIVE,2024-02-13,
ACC-R3214-001,R3214,RETAIL,220000000215,AE070330000220000000215,AED,ACTIVE,2024-03-01,
ACC-R3215-001,R3215,RETAIL,220000000216,AE070330000220000000216,AED,ACTIVE,2024-03-18,
ACC-R3216-001,R3216,RETAIL,220000000217,AE070330000220000000217,AED,ACTIVE,2024-04-04,
ACC-R3217-001,R3217,RETAIL,220000000218,AE070330000220000000218,AED,ACTIVE,2024-04-21,
ACC-R3218-001,R3218,RETAIL,220000000219,AE070330000220000000219,AED,ACTIVE,2024-05-08,
ACC-R3219-001,R3219,RETAIL,220000000220,AE070330000220000000220,AED,ACTIVE,2024-05-25,
ACC-R3220-001,R3220,RETAIL,220000000221,AE070330000220000000221,AED,ACTIVE,2021-01-08,
ACC-R3221-001,R3221,RETAIL,220000000222,AE070330000220000000222,AED,ACTIVE,2021-01-25,
ACC-R3222-001,R3222,RETAIL,220000000223,AE070330000220000000223,AED,ACTIVE,2021-02-11,
ACC-R3223-001,R3223,RETAIL,220000000224,AE070330000220000000224,AED,ACTIVE,2021-02-28,
ACC-R3224-001,R3224,RETAIL,220000000225,AE070330000220000000225,AED,ACTIVE,2021-03-17,
ACC-R3225-001,R3225,RETAIL,220000000226,AE070330000220000000226,AED,ACTIVE,2021-04-03,
ACC-R3226-001,R3226,RETAIL,220000000227,AE070330000220000000227,AED,ACTIVE,2021-04-20,
ACC-R3227-001,R3227,RETAIL,220000000228,AE070330000220000000228,AED,ACTIVE,2021-05-07,
ACC-R3228-001,R3228,RETAIL,220000000229,AE070330000220000000229,AED,ACTIVE,2021-05-24,
ACC-R3229-001,R3229,RETAIL,220000000230,AE070330000220000000230,AED,ACTIVE,2021-06-10,
ACC-R3230-001,R3230,RETAIL,220000000231,AE070330000220000000231,AED,ACTIVE,2021-06-27,
ACC-R3231-001,R3231,RETAIL,220000000232,AE070330000220000000232,AED,ACTIVE,2021-07-14,
ACC-R3232-001,R3232,RETAIL,220000000233,AE070330000220000000233,AED,ACTIVE,2021-07-31,
ACC-R3233-001,R3233,RETAIL,220000000234,AE070330000220000000234,AED,ACTIVE,2021-08-17,
ACC-R3234-001,R3234,RETAIL,220000000235,AE070330000220000000235,AED,ACTIVE,2021-09-03,
ACC-R3235-001,R3235,RETAIL,220000000236,AE070330000220000000236,AED,ACTIVE,2021-09-20,
ACC-R3236-001,R3236,RETAIL,220000000237,AE070330000220000000237,AED,ACTIVE,2021-10-07,
ACC-R3237-001,R3237,RETAIL,220000000238,AE070330000220000000238,AED,ACTIVE,2021-10-24,
ACC-R3238-001,R3238,RETAIL,220000000239,AE070330000220000000239,AED,ACTIVE,2021-11-10,
ACC-R3239-001,R3239,RETAIL,220000000240,AE070330000220000000240,AED,ACTIVE,2021-11-27,
ACC-R3240-001,R3240,RETAIL,220000000241,AE070330000220000000241,AED,ACTIVE,2021-12-14,
ACC-R3241-001,R3241,RETAIL,220000000242,AE070330000220000000242,AED,ACTIVE,2021-12-31,
ACC-R3242-001,R3242,RETAIL,220000000243,AE070330000220000000243,AED,ACTIVE,2022-01-17,
ACC-R3243-001,R3243,RETAIL,220000000244,AE070330000220000000244,AED,ACTIVE,2022-02-03,
ACC-R3244-001,R3244,RETAIL,220000000245,AE070330000220000000245,AED,ACTIVE,2022-02-20,
ACC-R3245-001,R3245,RETAIL,220000000246,AE070330000220000000246,AED,ACTIVE,2022-03-09,
ACC-R3246-001,R3246,RETAIL,220000000247,AE070330000220000000247,AED,ACTIVE,2022-03-26,
ACC-R3247-001,R3247,RETAIL,220000000248,AE070330000220000000248,AED,ACTIVE,2022-04-12,
ACC-R3248-001,R3248,RETAIL,220000000249,AE070330000220000000249,AED,ACTIVE,2022-04-29,
ACC-R3249-001,R3249,RETAIL,220000000250,AE070330000220000000250,AED,ACTIVE,2022-05-16,
ACC-R3250-001,R3250,RETAIL,220000000251,AE070330000220000000251,AED,ACTIVE,2022-06-02,
ACC-R3251-001,R3251,RETAIL,220000000252,AE070330000220000000252,AED,ACTIVE,2022-06-19,
ACC-R3252-001,R3252,RETAIL,220000000253,AE070330000220000000253,AED,ACTIVE,2022-07-06,
ACC-R3253-001,R3253,RETAIL,220000000254,AE070330000220000000254,AED,ACTIVE,2022-07-23,
ACC-R3254-001,R3254,RETAIL,220000000255,AE070330000220000000255,AED,ACTIVE,2022-08-09,
ACC-R3255-001,R3255,RETAIL,220000000256,AE070330000220000000256,AED,ACTIVE,2022-08-26,
ACC-R3256-001,R3256,RETAIL,220000000257,AE070330000220000000257,AED,ACTIVE,2022-09-12,
ACC-R3257-001,R3257,RETAIL,220000000258,AE070330000220000000258,AED,ACTIVE,2022-09-29,
ACC-R3258-001,R3258,RETAIL,220000000259,AE070330000220000000259,AED,ACTIVE,2022-10-16,
ACC-R3259-001,R3259,RETAIL,220000000260,AE070330000220000000260,AED,ACTIVE,2022-11-02,
ACC-R3260-001,R3260,RETAIL,220000000261,AE070330000220000000261,AED,ACTIVE,2022-11-19,
ACC-R3261-001,R3261,RETAIL,220000000262,AE070330000220000000262,AED,ACTIVE,2022-12-06,
