transfer_id,quote_id,status,reference_number,source_account_id,direction,customer_id,transaction_timestamp,beneficiary_id,beneficiary_account_number,source_amount,target_amount,payment_purpose_key,payment_purpose_name,service_type,source_iban,total_fees,fee_details
LOC-OUT-0000042,QUOTE-LOC-OUT-0000042,COMPLETED,REF-LOC-OUT-0000042,ACC-R3004-001,OUTWARD,R3004,2026-01-16 13:05:00,RET-BEN-000005,770200000001,170.00,170.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000005,0.00,[]
LOC-OUT-0000044,QUOTE-LOC-OUT-0000044,COMPLETED,REF-LOC-OUT-0000044,ACC-R3004-001,OUTWARD,R3004,2026-02-19 13:05:00,RET-BEN-000005,770200000001,181.00,181.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000005,0.00,[]
LOC-OUT-0000046,QUOTE-LOC-OUT-0000046,COMPLETED,REF-LOC-OUT-0000046,ACC-R3004-001,OUTWARD,R3004,2026-03-22 13:05:00,RET-BEN-000005,770200000001,192.00,192.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000005,0.00,[]
LOC-OUT-0000048,QUOTE-LOC-OUT-0000048,COMPLETED,REF-LOC-OUT-0000048,ACC-R3004-001,OUTWARD,R3004,2026-04-03 13:05:00,RET-BEN-000005,770200000001,203.00,203.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000005,0.00,[]
LOC-OUT-0000050,QUOTE-LOC-OUT-0000050,COMPLETED,REF-LOC-OUT-0000050,ACC-R3004-001,OUTWARD,R3004,2026-05-06 13:05:00,RET-BEN-000005,770200000001,214.00,214.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000005,0.00,[]
LOC-OUT-0000052,QUOTE-LOC-OUT-0000052,COMPLETED,REF-LOC-OUT-0000052,ACC-R3005-001,OUTWARD,R3005,2026-01-23 14:06:00,RET-BEN-000006,770200000001,187.00,187.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000006,0.00,[]
LOC-OUT-0000054,QUOTE-LOC-OUT-0000054,COMPLETED,REF-LOC-OUT-0000054,ACC-R3005-001,OUTWARD,R3005,2026-02-04 14:06:00,RET-BEN-000006,770200000001,198.00,198.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000006,0.00,[]
LOC-OUT-0000056,QUOTE-LOC-OUT-0000056,COMPLETED,REF-LOC-OUT-0000056,ACC-R3005-001,OUTWARD,R3005,2026-03-07 14:06:00,RET-BEN-000006,770200000001,209.00,209.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000006,0.00,[]
LOC-OUT-0000058,QUOTE-LOC-OUT-0000058,COMPLETED,REF-LOC-OUT-0000058,ACC-R3005-001,OUTWARD,R3005,2026-04-10 14:06:00,RET-BEN-000006,770200000001,220.00,220.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000006,0.00,[]
LOC-OUT-0000060,QUOTE-LOC-OUT-0000060,COMPLETED,REF-LOC-OUT-0000060,ACC-R3005-001,OUTWARD,R3005,2026-05-13 14:06:00,RET-BEN-000006,770200000001,231.00,231.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000006,0.00,[]
LOC-OUT-0000062,QUOTE-LOC-OUT-0000062,COMPLETED,REF-LOC-OUT-0000062,ACC-R3006-001,OUTWARD,R3006,2026-01-08 15:07:00,RET-BEN-000007,770200000001,204.00,204.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000007,0.00,[]
LOC-OUT-0000064,QUOTE-LOC-OUT-0000064,COMPLETED,REF-LOC-OUT-0000064,ACC-R3006-001,OUTWARD,R3006,2026-02-11 15:07:00,RET-BEN-000007,770200000001,215.00,215.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000007,0.00,[]
LOC-OUT-0000066,QUOTE-LOC-OUT-0000066,COMPLETED,REF-LOC-OUT-0000066,ACC-R3006-001,OUTWARD,R3006,2026-03-14 15:07:00,RET-BEN-000007,770200000001,226.00,226.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000007,0.00,[]
LOC-OUT-0000068,QUOTE-LOC-OUT-0000068,COMPLETED,REF-LOC-OUT-0000068,ACC-R3006-001,OUTWARD,R3006,2026-04-17 15:07:00,RET-BEN-000007,770200000001,237.00,237.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000007,0.00,[]
LOC-OUT-0000070,QUOTE-LOC-OUT-0000070,COMPLETED,REF-LOC-OUT-0000070,ACC-R3006-001,OUTWARD,R3006,2026-05-20 15:07:00,RET-BEN-000007,770200000001,248.00,248.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000007,0.00,[]
LOC-OUT-0000072,QUOTE-LOC-OUT-0000072,COMPLETED,REF-LOC-OUT-0000072,ACC-R3007-001,OUTWARD,R3007,2026-01-15 16:08:00,RET-BEN-000008,770200000001,221.00,221.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000008,0.00,[]
LOC-OUT-0000074,QUOTE-LOC-OUT-0000074,COMPLETED,REF-LOC-OUT-0000074,ACC-R3007-001,OUTWARD,R3007,2026-02-18 16:08:00,RET-BEN-000008,770200000001,232.00,232.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000008,0.00,[]
LOC-OUT-0000076,QUOTE-LOC-OUT-0000076,COMPLETED,REF-LOC-OUT-0000076,ACC-R3007-001,OUTWARD,R3007,2026-03-21 16:08:00,RET-BEN-000008,770200000001,243.00,243.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000008,0.00,[]
LOC-OUT-0000078,QUOTE-LOC-OUT-0000078,COMPLETED,REF-LOC-OUT-0000078,ACC-R3007-001,OUTWARD,R3007,2026-04-24 16:08:00,RET-BEN-000008,770200000001,254.00,254.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000008,0.00,[]
LOC-OUT-0000080,QUOTE-LOC-OUT-0000080,COMPLETED,REF-LOC-OUT-0000080,ACC-R3007-001,OUTWARD,R3007,2026-05-05 16:08:00,RET-BEN-000008,770200000001,265.00,265.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000008,0.00,[]
LOC-OUT-0000082,QUOTE-LOC-OUT-0000082,COMPLETED,REF-LOC-OUT-0000082,ACC-R3008-001,OUTWARD,R3008,2026-01-22 17:09:00,RET-BEN-000009,770200000001,238.00,238.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000009,0.00,[]
LOC-OUT-0000084,QUOTE-LOC-OUT-0000084,COMPLETED,REF-LOC-OUT-0000084,ACC-R3008-001,OUTWARD,R3008,2026-02-03 17:09:00,RET-BEN-000009,770200000001,249.00,249.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000009,0.00,[]
LOC-OUT-0000086,QUOTE-LOC-OUT-0000086,COMPLETED,REF-LOC-OUT-0000086,ACC-R3008-001,OUTWARD,R3008,2026-03-06 17:09:00,RET-BEN-000009,770200000001,260.00,260.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000009,0.00,[]
LOC-OUT-0000088,QUOTE-LOC-OUT-0000088,COMPLETED,REF-LOC-OUT-0000088,ACC-R3008-001,OUTWARD,R3008,2026-04-09 17:09:00,RET-BEN-000009,770200000001,271.00,271.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000009,0.00,[]
LOC-OUT-0000090,QUOTE-LOC-OUT-0000090,COMPLETED,REF-LOC-OUT-0000090,ACC-R3008-001,OUTWARD,R3008,2026-05-12 17:09:00,RET-BEN-000009,770200000001,282.00,282.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000009,0.00,[]
LOC-OUT-0000092,QUOTE-LOC-OUT-0000092,COMPLETED,REF-LOC-OUT-0000092,ACC-R3009-001,OUTWARD,R3009,2026-01-07 18:10:00,RET-BEN-000010,770200000001,255.00,255.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000010,0.00,[]
LOC-OUT-0000094,QUOTE-LOC-OUT-0000094,COMPLETED,REF-LOC-OUT-0000094,ACC-R3009-001,OUTWARD,R3009,2026-02-10 18:10:00,RET-BEN-000010,770200000001,266.00,266.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000010,0.00,[]
LOC-OUT-0000096,QUOTE-LOC-OUT-0000096,COMPLETED,REF-LOC-OUT-0000096,ACC-R3009-001,OUTWARD,R3009,2026-03-13 18:10:00,RET-BEN-000010,770200000001,277.00,277.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000010,0.00,[]
LOC-OUT-0000098,QUOTE-LOC-OUT-0000098,COMPLETED,REF-LOC-OUT-0000098,ACC-R3009-001,OUTWARD,R3009,2026-04-16 18:10:00,RET-BEN-000010,770200000001,288.00,288.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000010,0.00,[]
LOC-OUT-0000100,QUOTE-LOC-OUT-0000100,COMPLETED,REF-LOC-OUT-0000100,ACC-R3009-001,OUTWARD,R3009,2026-05-19 18:10:00,RET-BEN-000010,770200000001,299.00,299.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000010,0.00,[]
LOC-OUT-0000102,QUOTE-LOC-OUT-0000102,COMPLETED,REF-LOC-OUT-0000102,ACC-R3010-001,OUTWARD,R3010,2026-01-14 08:11:00,RET-BEN-000011,770200000001,272.00,272.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000011,0.00,[]
LOC-OUT-0000104,QUOTE-LOC-OUT-0000104,COMPLETED,REF-LOC-OUT-0000104,ACC-R3010-001,OUTWARD,R3010,2026-02-17 08:11:00,RET-BEN-000011,770200000001,283.00,283.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000011,0.00,[]
LOC-OUT-0000106,QUOTE-LOC-OUT-0000106,COMPLETED,REF-LOC-OUT-0000106,ACC-R3010-001,OUTWARD,R3010,2026-03-20 08:11:00,RET-BEN-000011,770200000001,294.00,294.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000011,0.00,[]
LOC-OUT-0000108,QUOTE-LOC-OUT-0000108,COMPLETED,REF-LOC-OUT-0000108,ACC-R3010-001,OUTWARD,R3010,2026-04-23 08:11:00,RET-BEN-000011,770200000001,305.00,305.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000011,0.00,[]
LOC-OUT-0000110,QUOTE-LOC-OUT-0000110,COMPLETED,REF-LOC-OUT-0000110,ACC-R3010-001,OUTWARD,R3010,2026-05-04 08:11:00,RET-BEN-000011,770200000001,316.00,316.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000011,0.00,[]
LOC-OUT-0000112,QUOTE-LOC-OUT-0000112,COMPLETED,REF-LOC-OUT-0000112,ACC-R3011-001,OUTWARD,R3011,2026-01-21 09:12:00,RET-BEN-000012,770200000001,289.00,289.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000012,0.00,[]
LOC-OUT-0000114,QUOTE-LOC-OUT-0000114,COMPLETED,REF-LOC-OUT-0000114,ACC-R3011-001,OUTWARD,R3011,2026-02-24 09:12:00,RET-BEN-000012,770200000001,300.00,300.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000012,0.00,[]
LOC-OUT-0000116,QUOTE-LOC-OUT-0000116,COMPLETED,REF-LOC-OUT-0000116,ACC-R3011-001,OUTWARD,R3011,2026-03-05 09:12:00,RET-BEN-000012,770200000001,311.00,311.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000012,0.00,[]
LOC-OUT-0000118,QUOTE-LOC-OUT-0000118,COMPLETED,REF-LOC-OUT-0000118,ACC-R3011-001,OUTWARD,R3011,2026-04-08 09:12:00,RET-BEN-000012,770200000001,322.00,322.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000012,0.00,[]
LOC-OUT-0000120,QUOTE-LOC-OUT-0000120,COMPLETED,REF-LOC-OUT-0000120,ACC-R3011-001,OUTWARD,R3011,2026-05-11 09:12:00,RET-BEN-000012,770200000001,333.00,333.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000012,0.00,[]
LOC-OUT-0000122,QUOTE-LOC-OUT-0000122,COMPLETED,REF-LOC-OUT-0000122,ACC-R3012-001,OUTWARD,R3012,2026-01-06 10:13:00,RET-BEN-000013,770200000001,306.00,306.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000013,0.00,[]
LOC-OUT-0000124,QUOTE-LOC-OUT-0000124,COMPLETED,REF-LOC-OUT-0000124,ACC-R3012-001,OUTWARD,R3012,2026-02-09 10:13:00,RET-BEN-000013,770200000001,317.00,317.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000013,0.00,[]
LOC-OUT-0000126,QUOTE-LOC-OUT-0000126,COMPLETED,REF-LOC-OUT-0000126,ACC-R3012-001,OUTWARD,R3012,2026-03-12 10:13:00,RET-BEN-000013,770200000001,328.00,328.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000013,0.00,[]
LOC-OUT-0000128,QUOTE-LOC-OUT-0000128,COMPLETED,REF-LOC-OUT-0000128,ACC-R3012-001,OUTWARD,R3012,2026-04-15 10:13:00,RET-BEN-000013,770200000001,339.00,339.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000013,0.00,[]
LOC-OUT-0000130,QUOTE-LOC-OUT-0000130,COMPLETED,REF-LOC-OUT-0000130,ACC-R3012-001,OUTWARD,R3012,2026-05-18 10:13:00,RET-BEN-000013,770200000001,350.00,350.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000013,0.00,[]
LOC-OUT-0000132,QUOTE-LOC-OUT-0000132,COMPLETED,REF-LOC-OUT-0000132,ACC-R3013-001,OUTWARD,R3013,2026-01-13 11:14:00,RET-BEN-000014,770200000001,323.00,323.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000014,0.00,[]
LOC-OUT-0000134,QUOTE-LOC-OUT-0000134,COMPLETED,REF-LOC-OUT-0000134,ACC-R3013-001,OUTWARD,R3013,2026-02-16 11:14:00,RET-BEN-000014,770200000001,334.00,334.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000014,0.00,[]
LOC-OUT-0000136,QUOTE-LOC-OUT-0000136,COMPLETED,REF-LOC-OUT-0000136,ACC-R3013-001,OUTWARD,R3013,2026-03-19 11:14:00,RET-BEN-000014,770200000001,345.00,345.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000014,0.00,[]
LOC-OUT-0000138,QUOTE-LOC-OUT-0000138,COMPLETED,REF-LOC-OUT-0000138,ACC-R3013-001,OUTWARD,R3013,2026-04-22 11:14:00,RET-BEN-000014,770200000001,90.00,90.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000014,0.00,[]
LOC-OUT-0000140,QUOTE-LOC-OUT-0000140,COMPLETED,REF-LOC-OUT-0000140,ACC-R3013-001,OUTWARD,R3013,2026-05-03 11:14:00,RET-BEN-000014,770200000001,101.00,101.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000014,0.00,[]
LOC-OUT-0000142,QUOTE-LOC-OUT-0000142,COMPLETED,REF-LOC-OUT-0000142,ACC-R3014-001,OUTWARD,R3014,2026-01-20 12:15:00,RET-BEN-000015,770200000001,340.00,340.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000015,0.00,[]
LOC-OUT-0000144,QUOTE-LOC-OUT-0000144,COMPLETED,REF-LOC-OUT-0000144,ACC-R3014-001,OUTWARD,R3014,2026-02-23 12:15:00,RET-BEN-000015,770200000001,85.00,85.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000015,0.00,[]
LOC-OUT-0000146,QUOTE-LOC-OUT-0000146,COMPLETED,REF-LOC-OUT-0000146,ACC-R3014-001,OUTWARD,R3014,2026-03-04 12:15:00,RET-BEN-000015,770200000001,96.00,96.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000015,0.00,[]
LOC-OUT-0000148,QUOTE-LOC-OUT-0000148,COMPLETED,REF-LOC-OUT-0000148,ACC-R3014-001,OUTWARD,R3014,2026-04-07 12:15:00,RET-BEN-000015,770200000001,107.00,107.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000015,0.00,[]
LOC-OUT-0000150,QUOTE-LOC-OUT-0000150,COMPLETED,REF-LOC-OUT-0000150,ACC-R3014-001,OUTWARD,R3014,2026-05-10 12:15:00,RET-BEN-000015,770200000001,118.00,118.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000015,0.00,[]
LOC-OUT-0000152,QUOTE-LOC-OUT-0000152,COMPLETED,REF-LOC-OUT-0000152,ACC-R3015-001,OUTWARD,R3015,2026-01-05 13:16:00,RET-BEN-000016,770200000001,91.00,91.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000016,0.00,[]
LOC-OUT-0000154,QUOTE-LOC-OUT-0000154,COMPLETED,REF-LOC-OUT-0000154,ACC-R3015-001,OUTWARD,R3015,2026-02-08 13:16:00,RET-BEN-000016,770200000001,102.00,102.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000016,0.00,[]
LOC-OUT-0000156,QUOTE-LOC-OUT-0000156,COMPLETED,REF-LOC-OUT-0000156,ACC-R3015-001,OUTWARD,R3015,2026-03-11 13:16:00,RET-BEN-000016,770200000001,113.00,113.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000016,0.00,[]
LOC-OUT-0000158,QUOTE-LOC-OUT-0000158,COMPLETED,REF-LOC-OUT-0000158,ACC-R3015-001,OUTWARD,R3015,2026-04-14 13:16:00,RET-BEN-000016,770200000001,124.00,124.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000016,0.00,[]
LOC-OUT-0000160,QUOTE-LOC-OUT-0000160,COMPLETED,REF-LOC-OUT-0000160,ACC-R3015-001,OUTWARD,R3015,2026-05-17 13:16:00,RET-BEN-000016,770200000001,135.00,135.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000016,0.00,[]
LOC-OUT-0000162,QUOTE-LOC-OUT-0000162,COMPLETED,REF-LOC-OUT-0000162,ACC-R3016-001,OUTWARD,R3016,2026-01-12 14:17:00,RET-BEN-000017,770200000001,108.00,108.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000017,0.00,[]
LOC-OUT-0000164,QUOTE-LOC-OUT-0000164,COMPLETED,REF-LOC-OUT-0000164,ACC-R3016-001,OUTWARD,R3016,2026-02-15 14:17:00,RET-BEN-000017,770200000001,119.00,119.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000017,0.00,[]
LOC-OUT-0000166,QUOTE-LOC-OUT-0000166,COMPLETED,REF-LOC-OUT-0000166,ACC-R3016-001,OUTWARD,R3016,2026-03-18 14:17:00,RET-BEN-000017,770200000001,130.00,130.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000017,0.00,[]
LOC-OUT-0000168,QUOTE-LOC-OUT-0000168,COMPLETED,REF-LOC-OUT-0000168,ACC-R3016-001,OUTWARD,R3016,2026-04-21 14:17:00,RET-BEN-000017,770200000001,141.00,141.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000017,0.00,[]
LOC-OUT-0000170,QUOTE-LOC-OUT-0000170,COMPLETED,REF-LOC-OUT-0000170,ACC-R3016-001,OUTWARD,R3016,2026-05-24 14:17:00,RET-BEN-000017,770200000001,152.00,152.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000017,0.00,[]
LOC-OUT-0000172,QUOTE-LOC-OUT-0000172,COMPLETED,REF-LOC-OUT-0000172,ACC-R3017-001,OUTWARD,R3017,2026-01-19 15:18:00,RET-BEN-000018,770200000001,125.00,125.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000018,0.00,[]
LOC-OUT-0000174,QUOTE-LOC-OUT-0000174,COMPLETED,REF-LOC-OUT-0000174,ACC-R3017-001,OUTWARD,R3017,2026-02-22 15:18:00,RET-BEN-000018,770200000001,136.00,136.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000018,0.00,[]
LOC-OUT-0000176,QUOTE-LOC-OUT-0000176,COMPLETED,REF-LOC-OUT-0000176,ACC-R3017-001,OUTWARD,R3017,2026-03-03 15:18:00,RET-BEN-000018,770200000001,147.00,147.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000018,0.00,[]
LOC-OUT-0000178,QUOTE-LOC-OUT-0000178,COMPLETED,REF-LOC-OUT-0000178,ACC-R3017-001,OUTWARD,R3017,2026-04-06 15:18:00,RET-BEN-000018,770200000001,158.00,158.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000018,0.00,[]
LOC-OUT-0000180,QUOTE-LOC-OUT-0000180,COMPLETED,REF-LOC-OUT-0000180,ACC-R3017-001,OUTWARD,R3017,2026-05-09 15:18:00,RET-BEN-000018,770200000001,169.00,169.00,UTILITY_PAYMENT,Utility Bill Payment,FTS,AE070330000220000000018,0.00,[]
