customer_id,beneficiary_account_number,source,beneficiary_id,customer_type,beneficiary_type,customer_creation_date,beneficiary_account_holder_name,nick_name,is_active,country_of_beneficiary,currency,bank_name,swift_code,beneficiary_created_date,beneficiary_updated_date,legal_type,two_factor_auth_status,cooldown,beneficiary_address_first_line,beneficiary_address_city,beneficiary_address_state,beneficiary_address_country,beneficiary_address_post_code
R3017,770200000001,payment,RET-BEN-000018,RETAIL,local,2021-11-03,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2023-07-18 09:18:00,2023-07-18 10:18:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3018,770200000001,payment,RET-BEN-000019,RETAIL,local,2021-11-20,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2023-07-29 09:19:00,2023-07-29 10:19:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3019,770200000001,payment,RET-BEN-000020,RETAIL,local,2021-12-07,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2023-08-09 09:20:00,2023-08-09 10:20:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3020,770200000001,payment,RET-BEN-000021,RETAIL,local,2021-12-24,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2023-08-20 09:21:00,2023-08-20 10:21:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3021,770200000001,payment,RET-BEN-000022,RETAIL,local,2022-01-10,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2023-08-31 09:22:00,2023-08-31 10:22:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3022,770200000001,payment,RET-BEN-000023,RETAIL,local,2022-01-27,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2023-09-11 09:23:00,2023-09-11 10:23:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3023,770200000001,payment,RET-BEN-000024,RETAIL,local,2022-02-13,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2023-09-22 09:24:00,2023-09-22 10:24:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3024,770200000001,payment,RET-BEN-000025,RETAIL,local,2022-03-02,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2023-10-03 09:25:00,2023-10-03 10:25:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3025,770200000001,payment,RET-BEN-000026,RETAIL,local,2022-03-19,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2023-10-14 09:26:00,2023-10-14 10:26:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3026,770200000001,payment,RET-BEN-000027,RETAIL,local,2022-04-05,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2023-10-25 09:27:00,2023-10-25 10:27:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3027,770200000001,payment,RET-BEN-000028,RETAIL,local,2022-04-22,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2023-11-05 09:28:00,2023-11-05 10:28:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3028,770200000001,payment,RET-BEN-000029,RETAIL,local,2022-05-09,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2023-11-16 09:29:00,2023-11-16 10:29:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3029,770200000001,payment,RET-BEN-000030,RETAIL,local,2022-05-26,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2023-11-27 09:30:00,2023-11-27 10:30:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3030,770200000001,payment,RET-BEN-000031,RETAIL,local,2022-06-12,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2023-12-08 09:31:00,2023-12-08 10:31:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3031,770200000001,payment,RET-BEN-000032,RETAIL,local,2022-06-29,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2023-12-19 09:32:00,2023-12-19 10:32:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3032,770200000001,payment,RET-BEN-000033,RETAIL,local,2022-07-16,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2023-12-30 09:33:00,2023-12-30 10:33:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3033,770200000001,payment,RET-BEN-000034,RETAIL,local,2022-08-02,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2024-01-10 09:34:00,2024-01-10 10:34:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3034,770200000001,payment,RET-BEN-000035,RETAIL,local,2022-08-19,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2024-01-21 09:35:00,2024-01-21 10:35:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3035,770200000001,payment,RET-BEN-000036,RETAIL,local,2022-09-05,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2024-02-01 09:36:00,2024-02-01 10:36:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3036,770200000001,payment,RET-BEN-000037,RETAIL,local,2022-09-22,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2024-02-12 09:37:00,2024-02-12 10:37:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3037,770200000001,payment,RET-BEN-000038,RETAIL,local,2022-10-09,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2024-02-23 09:38:00,2024-02-23 10:38:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3038,770200000001,payment,RET-BEN-000039,RETAIL,local,2022-10-26,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2024-03-05 09:39:00,2024-03-05 10:39:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3039,770200000001,payment,RET-BEN-000040,RETAIL,local,2022-11-12,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2024-03-16 09:40:00,2024-03-16 10:40:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3040,770200000001,payment,RET-BEN-000041,RETAIL,local,2022-11-29,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2024-03-27 09:41:00,2024-03-27 10:41:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3041,770200000001,payment,RET-BEN-000042,RETAIL,local,2022-12-16,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2024-04-07 09:42:00,2024-04-07 10:42:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3042,770200000001,payment,RET-BEN-000043,RETAIL,local,2023-01-02,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2024-04-18 09:43:00,2024-04-18 10:43:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3043,770200000001,payment,RET-BEN-000044,RETAIL,local,2023-01-19,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2023-01-05 09:44:00,2023-01-05 10:44:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3044,770200000001,payment,RET-BEN-000045,RETAIL,local,2023-02-05,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2023-01-16 09:45:00,2023-01-16 10:45:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3045,770200000001,payment,RET-BEN-000046,RETAIL,local,2023-02-22,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2023-01-27 09:46:00,2023-01-27 10:46:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3046,770200000001,payment,RET-BEN-000047,RETAIL,local,2023-03-11,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2023-02-07 09:47:00,2023-02-07 10:47:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3047,770200000001,payment,RET-BEN-000048,RETAIL,local,2023-03-28,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2023-02-18 09:48:00,2023-02-18 10:48:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3048,770200000001,payment,RET-BEN-000049,RETAIL,local,2023-04-14,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2023-03-01 09:49:00,2023-03-01 10:49:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3049,770200000001,payment,RET-BEN-000050,RETAIL,local,2023-05-01,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2023-03-12 09:50:00,2023-03-12 10:50:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3050,770200000001,payment,RET-BEN-000051,RETAIL,local,2023-05-18,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2023-03-23 09:51:00,2023-03-23 10:51:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3051,770200000001,payment,RET-BEN-000052,RETAIL,local,2023-06-04,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2023-04-03 09:52:00,2023-04-03 10:52:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3052,770200000001,payment,RET-BEN-000053,RETAIL,local,2023-06-21,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2023-04-14 09:53:00,2023-04-14 10:53:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3053,770200000001,payment,RET-BEN-000054,RETAIL,local,2023-07-08,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2023-04-25 09:54:00,2023-04-25 10:54:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3054,770200000001,payment,RET-BEN-000055,RETAIL,local,2023-07-25,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2023-05-06 09:55:00,2023-05-06 10:55:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3055,770200000001,payment,RET-BEN-000056,RETAIL,local,2023-08-11,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2023-05-17 09:56:00,2023-05-17 10:56:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3056,770200000001,payment,RET-BEN-000057,RETAIL,local,2023-08-28,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2023-05-28 09:57:00,2023-05-28 10:57:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3057,770200000001,payment,RET-BEN-000058,RETAIL,local,2023-09-14,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2023-06-08 09:58:00,2023-06-08 10:58:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3058,770200000001,payment,RET-BEN-000059,RETAIL,local,2023-10-01,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2023-06-19 09:59:00,2023-06-19 10:59:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3059,770200000001,payment,RET-BEN-000060,RETAIL,local,2023-10-18,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2023-06-30 09:00:00,2023-06-30 10:00:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3060,770200000001,payment,RET-BEN-000061,RETAIL,local,2023-11-04,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2023-07-11 09:01:00,2023-07-11 10:01:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3061,770200000001,payment,RET-BEN-000062,RETAIL,local,2023-11-21,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2023-07-22 09:02:00,2023-07-22 10:02:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3062,770200000001,payment,RET-BEN-000063,RETAIL,local,2023-12-08,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2023-08-02 09:03:00,2023-08-02 10:03:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3063,770200000001,payment,RET-BEN-000064,RETAIL,local,2023-12-25,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2023-08-13 09:04:00,2023-08-13 10:04:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3064,770200000001,payment,RET-BEN-000065,RETAIL,local,2024-01-11,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2023-08-24 09:05:00,2023-08-24 10:05:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3065,770200000001,payment,RET-BEN-000066,RETAIL,local,2024-01-28,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2023-09-04 09:06:00,2023-09-04 10:06:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3066,770200000001,payment,RET-BEN-000067,RETAIL,local,2024-02-14,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2023-09-15 09:07:00,2023-09-15 10:07:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3067,770200000001,payment,RET-BEN-000068,RETAIL,local,2024-03-02,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2023-09-26 09:08:00,2023-09-26 10:08:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3068,770200000001,payment,RET-BEN-000069,RETAIL,local,2024-03-19,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2023-10-07 09:09:00,2023-10-07 10:09:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3069,770200000001,payment,RET-BEN-000070,RETAIL,local,2024-04-05,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2023-10-18 09:10:00,2023-10-18 10:10:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3070,770200000001,payment,RET-BEN-000071,RETAIL,local,2024-04-22,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2023-10-29 09:11:00,2023-10-29 10:11:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3071,770200000001,payment,RET-BEN-000072,RETAIL,local,2024-05-09,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2023-11-09 09:12:00,2023-11-09 10:12:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3072,770200000001,payment,RET-BEN-000073,RETAIL,local,2024-05-26,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2023-11-20 09:13:00,2023-11-20 10:13:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3073,770200000001,payment,RET-BEN-000074,RETAIL,local,2021-01-09,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2023-12-01 09:14:00,2023-12-01 10:14:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3074,770200000001,payment,RET-BEN-000075,RETAIL,local,2021-01-26,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2023-12-12 09:15:00,2023-12-12 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3075,770200000001,payment,RET-BEN-000076,RETAIL,local,2021-02-12,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2023-12-23 09:16:00,2023-12-23 10:16:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3076,770200000001,payment,RET-BEN-000077,RETAIL,local,2021-03-01,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2024-01-03 09:17:00,2024-01-03 10:17:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3077,770200000001,payment,RET-BEN-000078,RETAIL,local,2021-03-18,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2024-01-14 09:18:00,2024-01-14 10:18:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3078,770200000001,payment,RET-BEN-000079,RETAIL,local,2021-04-04,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2024-01-25 09:19:00,2024-01-25 10:19:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3079,770200000001,payment,RET-BEN-000080,RETAIL,local,2021-04-21,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2024-02-05 09:20:00,2024-02-05 10:20:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3080,770200000001,payment,RET-BEN-000081,RETAIL,local,2021-05-08,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2024-02-16 09:21:00,2024-02-16 10:21:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3081,770200000001,payment,RET-BEN-000082,RETAIL,local,2021-05-25,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2024-02-27 09:22:00,2024-02-27 10:22:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3082,770200000001,payment,RET-BEN-000083,RETAIL,local,2021-06-11,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2024-03-09 09:23:00,2024-03-09 10:23:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3083,770200000001,payment,RET-BEN-000084,RETAIL,local,2021-06-28,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2024-03-20 09:24:00,2024-03-20 10:24:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3084,770200000001,payment,RET-BEN-000085,RETAIL,local,2021-07-15,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2024-03-31 09:25:00,2024-03-31 10:25:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3085,770200000001,payment,RET-BEN-000086,RETAIL,local,2021-08-01,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2024-04-11 09:26:00,2024-04-11 10:26:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3086,770200000001,payment,RET-BEN-000087,RETAIL,local,2021-08-18,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2024-04-22 09:27:00,2024-04-22 10:27:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3087,770200000001,payment,RET-BEN-000088,RETAIL,local,2021-09-04,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2023-01-09 09:28:00,2023-01-09 10:28:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3088,770200000001,payment,RET-BEN-000089,RETAIL,local,2021-09-21,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2023-01-20 09:29:00,2023-01-20 10:29:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3089,770200000001,payment,RET-BEN-000090,RETAIL,local,2021-10-08,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2023-01-31 09:30:00,2023-01-31 10:30:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3090,770200000001,payment,RET-BEN-000091,RETAIL,local,2021-10-25,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2023-02-11 09:31:00,2023-02-11 10:31:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3091,770200000001,payment,RET-BEN-000092,RETAIL,local,2021-11-11,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2023-02-22 09:32:00,2023-02-22 10:32:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3092,770200000001,payment,RET-BEN-000093,RETAIL,local,2021-11-28,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2023-03-05 09:33:00,2023-03-05 10:33:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3093,770200000001,payment,RET-BEN-000094,RETAIL,local,2021-12-15,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2023-03-16 09:34:00,2023-03-16 10:34:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3094,770200000001,payment,RET-BEN-000095,RETAIL,local,2022-01-01,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2023-03-27 09:35:00,2023-03-27 10:35:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3095,770200000001,payment,RET-BEN-000096,RETAIL,local,2022-01-18,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2023-04-07 09:36:00,2023-04-07 10:36:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3096,770200000001,payment,RET-BEN-000097,RETAIL,local,2022-02-04,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2023-04-18 09:37:00,2023-04-18 10:37:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R3097,770200000001,payment,RET-BEN-000098,RETAIL,local,2022-02-21,National Utility Services PJSC,Utility Services,True,AE,AED,National Clearing Bank,,2023-04-29 09:38:00,2023-04-29 10:38:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
