entity_type,entity_id,customer_id,business_id,individual_id,emirates_id_number,customer_segment,customer_status,customer_created_date
RETAIL,R3075,R3075,,,784-1981-2000076-3,RETAIL,ACTIVE,2021-02-12
RETAIL,R3076,R3076,,,784 1982 2000077 1,RETAIL,ACTIVE,2021-03-01
RETAIL,R3077,R3077,,,784198320000789,RETAIL,ACTIVE,2021-03-18
RETAIL,R3078,R3078,,,784-1984-2000079-7,RETAIL,ACTIVE,2021-04-04
RETAIL,R3079,R3079,,,784 1985 2000080 5,RETAIL,ACTIVE,2021-04-21
RETAIL,R3080,R3080,,,784198620000813,RETAIL,ACTIVE,2021-05-08
RETAIL,R3081,R3081,,,784-1987-2000082-1,RETAIL,ACTIVE,2021-05-25
RETAIL,R3082,R3082,,,784 1988 2000083 9,RETAIL,ACTIVE,2021-06-11
RETAIL,R3083,R3083,,,784198920000847,RETAIL,ACTIVE,2021-06-28
RETAIL,R3084,R3084,,,784-1990-2000085-5,RETAIL,ACTIVE,2021-07-15
RETAIL,R3085,R3085,,,784 1991 2000086 3,RETAIL,ACTIVE,2021-08-01
RETAIL,R3086,R3086,,,784199220000871,RETAIL,ACTIVE,2021-08-18
RETAIL,R3087,R3087,,,784-1993-2000088-9,RETAIL,ACTIVE,2021-09-04
RETAIL,R3088,R3088,,,784 1994 2000089 7,RETAIL,ACTIVE,2021-09-21
RETAIL,R3089,R3089,,,784199520000905,RETAIL,ACTIVE,2021-10-08
RETAIL,R3090,R3090,,,784-1996-2000091-3,RETAIL,ACTIVE,2021-10-25
RETAIL,R3091,R3091,,,784 1997 2000092 1,RETAIL,ACTIVE,2021-11-11
RETAIL,R3092,R3092,,,784199820000939,RETAIL,ACTIVE,2021-11-28
RETAIL,R3093,R3093,,,784-1999-2000094-7,RETAIL,ACTIVE,2021-12-15
RETAIL,R3094,R3094,,,784 2000 2000095 5,RETAIL,ACTIVE,2022-01-01
RETAIL,R3095,R3095,,,784200120000963,RETAIL,ACTIVE,2022-01-18
RETAIL,R3096,R3096,,,784-2002-2000097-1,RETAIL,ACTIVE,2022-02-04
RETAIL,R3097,R3097,,,784 2003 2000098 9,RETAIL,ACTIVE,2022-02-21
RETAIL,R3098,R3098,,,784200420000997,RETAIL,ACTIVE,2022-03-10
RETAIL,R3099,R3099,,,784-1980-2000100-0,RETAIL,ACTIVE,2022-03-27
RETAIL,R3100,R3100,,,784 1981 2000101 8,RETAIL,ACTIVE,2022-04-13
RETAIL,R3101,R3101,,,784198220001026,RETAIL,ACTIVE,2022-04-30
RETAIL,R3102,R3102,,,784-1983-2000103-4,RETAIL,ACTIVE,2022-05-17
RETAIL,R3103,R3103,,,784 1984 2000104 2,RETAIL,ACTIVE,2022-06-03
RETAIL,R3104,R3104,,,784198520001050,RETAIL,ACTIVE,2022-06-20
RETAIL,R3105,R3105,,,784-1986-2000106-8,RETAIL,ACTIVE,2022-07-07
RETAIL,R3106,R3106,,,784 1987 2000107 6,RETAIL,ACTIVE,2022-07-24
RETAIL,R3107,R3107,,,784198820001084,RETAIL,ACTIVE,2022-08-10
RETAIL,R3108,R3108,,,784-1989-2000109-2,RETAIL,ACTIVE,2022-08-27
RETAIL,R3109,R3109,,,784 1990 2000110 0,RETAIL,ACTIVE,2022-09-13
RETAIL,R3110,R3110,,,784199120001118,RETAIL,ACTIVE,2022-09-30
RETAIL,R3111,R3111,,,784-1992-2000112-6,RETAIL,ACTIVE,2022-10-17
RETAIL,R3112,R3112,,,784 1993 2000113 4,RETAIL,ACTIVE,2022-11-03
RETAIL,R3113,R3113,,,784199420001142,RETAIL,ACTIVE,2022-11-20
RETAIL,R3114,R3114,,,784-1995-2000115-0,RETAIL,ACTIVE,2022-12-07
RETAIL,R3115,R3115,,,784 1996 2000116 8,RETAIL,ACTIVE,2022-12-24
RETAIL,R3116,R3116,,,784199720001176,RETAIL,ACTIVE,2023-01-10
RETAIL,R3117,R3117,,,784-1998-2000118-4,RETAIL,ACTIVE,2023-01-27
RETAIL,R3118,R3118,,,784 1999 2000119 2,RETAIL,ACTIVE,2023-02-13
RETAIL,R3119,R3119,,,784200020001200,RETAIL,ACTIVE,2023-03-02
RETAIL,R3120,R3120,,,784-2001-2000121-8,RETAIL,ACTIVE,2023-03-19
RETAIL,R3121,R3121,,,784 2002 2000122 6,RETAIL,ACTIVE,2023-04-05
RETAIL,R3122,R3122,,,784200320001234,RETAIL,ACTIVE,2023-04-22
RETAIL,R3123,R3123,,,784-2004-2000124-2,RETAIL,ACTIVE,2023-05-09
RETAIL,R3124,R3124,,,784 1980 2000125 5,RETAIL,ACTIVE,2023-05-26
RETAIL,R3125,R3125,,,784198120001263,RETAIL,ACTIVE,2023-06-12
RETAIL,R3126,R3126,,,784-1982-2000127-1,RETAIL,ACTIVE,2023-06-29
RETAIL,R3127,R3127,,,784 1983 2000128 9,RETAIL,ACTIVE,2023-07-16
RETAIL,R3128,R3128,,,784198420001297,RETAIL,ACTIVE,2023-08-02
RETAIL,R3129,R3129,,,784-1985-2000130-5,RETAIL,ACTIVE,2023-08-19
RETAIL,R3130,R3130,,,784 1986 2000131 3,RETAIL,ACTIVE,2023-09-05
RETAIL,R3131,R3131,,,784198720001321,RETAIL,ACTIVE,2023-09-22
RETAIL,R3132,R3132,,,784-1988-2000133-9,RETAIL,ACTIVE,2023-10-09
RETAIL,R3133,R3133,,,784 1989 2000134 7,RETAIL,ACTIVE,2023-10-26
RETAIL,R3134,R3134,,,784199020001355,RETAIL,ACTIVE,2023-11-12
RETAIL,R3135,R3135,,,784-1991-2000136-3,RETAIL,ACTIVE,2023-11-29
RETAIL,R3136,R3136,,,784 1992 2000137 1,RETAIL,ACTIVE,2023-12-16
RETAIL,R3137,R3137,,,784199320001389,RETAIL,ACTIVE,2024-01-02
RETAIL,R3138,R3138,,,784-1994-2000139-7,RETAIL,ACTIVE,2024-01-19
RETAIL,R3139,R3139,,,784 1995 2000140 5,RETAIL,ACTIVE,2024-02-05
RETAIL,R3140,R3140,,,784199620001413,RETAIL,ACTIVE,2024-02-22
RETAIL,R3141,R3141,,,784-1997-2000142-1,RETAIL,ACTIVE,2024-03-10
RETAIL,R3142,R3142,,,784 1998 2000143 9,RETAIL,ACTIVE,2024-03-27
RETAIL,R3143,R3143,,,784199920001447,RETAIL,ACTIVE,2024-04-13
RETAIL,R3144,R3144,,,784-2000-2000145-5,RETAIL,ACTIVE,2024-04-30
RETAIL,R3145,R3145,,,784 2001 2000146 3,RETAIL,ACTIVE,2024-05-17
RETAIL,R3146,R3146,,,784200220001471,RETAIL,ACTIVE,2024-06-03
RETAIL,R3147,R3147,,,784-2003-2000148-9,RETAIL,ACTIVE,2021-01-17
RETAIL,R3148,R3148,,,784 2004 2000149 7,RETAIL,ACTIVE,2021-02-03
RETAIL,R3149,R3149,,,784198020001500,RETAIL,ACTIVE,2021-02-20
RETAIL,R3150,R3150,,,784-1981-2000151-8,RETAIL,ACTIVE,2021-03-09
RETAIL,R3151,R3151,,,784 1982 2000152 6,RETAIL,ACTIVE,2021-03-26
RETAIL,R3152,R3152,,,784198320001534,RETAIL,ACTIVE,2021-04-12
RETAIL,R3153,R3153,,,784-1984-2000154-2,RETAIL,ACTIVE,2021-04-29
RETAIL,R3154,R3154,,,784 1985 2000155 0,RETAIL,ACTIVE,2021-05-16
RETAIL,R3155,R3155,,,784198620001568,RETAIL,ACTIVE,2021-06-02
RETAIL,R3156,R3156,,,784-1987-2000157-6,RETAIL,ACTIVE,2021-06-19
RETAIL,R3157,R3157,,,784 1988 2000158 4,RETAIL,ACTIVE,2021-07-06
RETAIL,R3158,R3158,,,784198920001592,RETAIL,ACTIVE,2021-07-23
RETAIL,R3159,R3159,,,784-1990-2000160-0,RETAIL,ACTIVE,2021-08-09
RETAIL,R3160,R3160,,,784 1991 2000161 8,RETAIL,ACTIVE,2021-08-26
RETAIL,R3161,R3161,,,784199220001626,RETAIL,ACTIVE,2021-09-12
RETAIL,R3162,R3162,,,784-1993-2000163-4,RETAIL,ACTIVE,2021-09-29
RETAIL,R3163,R3163,,,784 1994 2000164 2,RETAIL,ACTIVE,2021-10-16
RETAIL,R3164,R3164,,,784199520001650,RETAIL,ACTIVE,2021-11-02
RETAIL,R3165,R3165,,,784-1996-2000166-8,RETAIL,ACTIVE,2021-11-19
RETAIL,R3166,R3166,,,784 1997 2000167 6,RETAIL,ACTIVE,2021-12-06
RETAIL,R3167,R3167,,,784199820001684,RETAIL,ACTIVE,2021-12-23
RETAIL,R3168,R3168,,,784-1999-2000169-2,RETAIL,ACTIVE,2022-01-09
RETAIL,R3169,R3169,,,784 2000 2000170 0,RETAIL,ACTIVE,2022-01-26
RETAIL,R3170,R3170,,,784200120001718,RETAIL,ACTIVE,2022-02-12
RETAIL,R3171,R3171,,,784-2002-2000172-6,RETAIL,ACTIVE,2022-03-01
RETAIL,R3172,R3172,,,784 2003 2000173 4,RETAIL,ACTIVE,2022-03-18
RETAIL,R3173,R3173,,,784200420001742,RETAIL,ACTIVE,2022-04-04
RETAIL,R3174,R3174,,,784-1980-2000175-5,RETAIL,ACTIVE,2022-04-21
RETAIL,R3175,R3175,,,784 1981 2000176 3,RETAIL,ACTIVE,2022-05-08
RETAIL,R3176,R3176,,,784198220001771,RETAIL,ACTIVE,2022-05-25
RETAIL,R3177,R3177,,,784-1983-2000178-9,RETAIL,ACTIVE,2022-06-11
RETAIL,R3178,R3178,,,784 1984 2000179 7,RETAIL,ACTIVE,2022-06-28
RETAIL,R3179,R3179,,,784198520001805,RETAIL,ACTIVE,2022-07-15
RETAIL,R3180,R3180,,,784-1986-2000181-3,RETAIL,ACTIVE,2022-08-01
RETAIL,R3181,R3181,,,784 1987 2000182 1,RETAIL,ACTIVE,2022-08-18
RETAIL,R3182,R3182,,,784198820001839,RETAIL,ACTIVE,2022-09-04
RETAIL,R3183,R3183,,,784-1989-2000184-7,RETAIL,ACTIVE,2022-09-21
RETAIL,R3184,R3184,,,784 1990 2000185 5,RETAIL,ACTIVE,2022-10-08
RETAIL,R3185,R3185,,,784199120001863,RETAIL,ACTIVE,2022-10-25
RETAIL,R3186,R3186,,,784-1992-2000187-1,RETAIL,ACTIVE,2022-11-11
RETAIL,R3187,R3187,,,784 1993 2000188 9,RETAIL,ACTIVE,2022-11-28
RETAIL,R3188,R3188,,,784199420001897,RETAIL,ACTIVE,2022-12-15
RETAIL,R3189,R3189,,,784-1995-2000190-5,RETAIL,ACTIVE,2023-01-01
RETAIL,R3190,R3190,,,784 1996 2000191 3,RETAIL,ACTIVE,2023-01-18
RETAIL,R3191,R3191,,,784199720001921,RETAIL,ACTIVE,2023-02-04
RETAIL,R3192,R3192,,,784-1998-2000193-9,RETAIL,ACTIVE,2023-02-21
RETAIL,R3193,R3193,,,784 1999 2000194 7,RETAIL,ACTIVE,2023-03-10
RETAIL,R3194,R3194,,,784200020001955,RETAIL,ACTIVE,2023-03-27
RETAIL,R3195,R3195,,,784-2001-2000196-3,RETAIL,ACTIVE,2023-04-13
RETAIL,R3196,R3196,,,784 2002 2000197 1,RETAIL,ACTIVE,2023-04-30
RETAIL,R3197,R3197,,,784200320001989,RETAIL,ACTIVE,2023-05-17
RETAIL,R3198,R3198,,,784-2004-2000199-7,RETAIL,ACTIVE,2023-06-03
RETAIL,R3199,R3199,,,784 1980 2000200 0,RETAIL,ACTIVE,2023-06-20
RETAIL,R3200,R3200,,,784198120002018,RETAIL,ACTIVE,2023-07-07
RETAIL,R3201,R3201,,,784-1982-2000202-6,RETAIL,ACTIVE,2023-07-24
RETAIL,R3202,R3202,,,784 1983 2000203 4,RETAIL,ACTIVE,2023-08-10
RETAIL,R3203,R3203,,,784198420002042,RETAIL,ACTIVE,2023-08-27
RETAIL,R3204,R3204,,,784-1985-2000205-0,RETAIL,ACTIVE,2023-09-13
RETAIL,R3205,R3205,,,784 1986 2000206 8,RETAIL,ACTIVE,2023-09-30
RETAIL,R3206,R3206,,,784198720002076,RETAIL,ACTIVE,2023-10-17
RETAIL,R3207,R3207,,,784-1988-2000208-4,RETAIL,ACTIVE,2023-11-03
RETAIL,R3208,R3208,,,784 1989 2000209 2,RETAIL,ACTIVE,2023-11-20
RETAIL,R3209,R3209,,,784199020002100,RETAIL,ACTIVE,2023-12-07
RETAIL,R3210,R3210,,,784-1991-2000211-8,RETAIL,ACTIVE,2023-12-24
RETAIL,R3211,R3211,,,784 1992 2000212 6,RETAIL,ACTIVE,2024-01-10
RETAIL,R3212,R3212,,,784199320002134,RETAIL,ACTIVE,2024-01-27
RETAIL,R3213,R3213,,,784-1994-2000214-2,RETAIL,ACTIVE,2024-02-13
RETAIL,R3214,R3214,,,784 1995 2000215 0,RETAIL,ACTIVE,2024-03-01
RETAIL,R3215,R3215,,,784199620002168,RETAIL,ACTIVE,2024-03-18
RETAIL,R3216,R3216,,,784-1997-2000217-6,RETAIL,ACTIVE,2024-04-04
RETAIL,R3217,R3217,,,784 1998 2000218 4,RETAIL,ACTIVE,2024-04-21
RETAIL,R3218,R3218,,,784199920002192,RETAIL,ACTIVE,2024-05-08
RETAIL,R3219,R3219,,,784-2000-2000220-0,RETAIL,ACTIVE,2024-05-25
RETAIL,R3220,R3220,,,784 2001 2000221 8,RETAIL,ACTIVE,2021-01-08
RETAIL,R3221,R3221,,,784200220002226,RETAIL,ACTIVE,2021-01-25
RETAIL,R3222,R3222,,,784-2003-2000223-4,RETAIL,ACTIVE,2021-02-11
RETAIL,R3223,R3223,,,784 2004 2000224 2,RETAIL,ACTIVE,2021-02-28
RETAIL,R3224,R3224,,,784198020002255,RETAIL,ACTIVE,2021-03-17
RETAIL,R3225,R3225,,,784-1981-2000226-3,RETAIL,ACTIVE,2021-04-03
RETAIL,R3226,R3226,,,784 1982 2000227 1,RETAIL,ACTIVE,2021-04-20
RETAIL,R3227,R3227,,,784198320002289,RETAIL,ACTIVE,2021-05-07
RETAIL,R3228,R3228,,,784-1984-2000229-7,RETAIL,ACTIVE,2021-05-24
RETAIL,R3229,R3229,,,784 1985 2000230 5,RETAIL,ACTIVE,2021-06-10
RETAIL,R3230,R3230,,,784198620002313,RETAIL,ACTIVE,2021-06-27
RETAIL,R3231,R3231,,,784-1987-2000232-1,RETAIL,ACTIVE,2021-07-14
RETAIL,R3232,R3232,,,784 1988 2000233 9,RETAIL,ACTIVE,2021-07-31
RETAIL,R3233,R3233,,,784198920002347,RETAIL,ACTIVE,2021-08-17
RETAIL,R3234,R3234,,,784-1990-2000235-5,RETAIL,ACTIVE,2021-09-03
RETAIL,R3235,R3235,,,784 1991 2000236 3,RETAIL,ACTIVE,2021-09-20
RETAIL,R3236,R3236,,,784199220002371,RETAIL,ACTIVE,2021-10-07
RETAIL,R3237,R3237,,,784-1993-2000238-9,RETAIL,ACTIVE,2021-10-24
RETAIL,R3238,R3238,,,784 1994 2000239 7,RETAIL,ACTIVE,2021-11-10
RETAIL,R3239,R3239,,,784199520002405,RETAIL,ACTIVE,2021-11-27
RETAIL,R3240,R3240,,,784-1996-2000241-3,RETAIL,ACTIVE,2021-12-14
RETAIL,R3241,R3241,,,784 1997 2000242 1,RETAIL,ACTIVE,2021-12-31
RETAIL,R3242,R3242,,,784199820002439,RETAIL,ACTIVE,2022-01-17
RETAIL,R3243,R3243,,,784-1999-2000244-7,RETAIL,ACTIVE,2022-02-03
RETAIL,R3244,R3244,,,784 2000 2000245 5,RETAIL,ACTIVE,2022-02-20
RETAIL,R3245,R3245,,,784200120002463,RETAIL,ACTIVE,2022-03-09
RETAIL,R3246,R3246,,,784-2002-2000247-1,RETAIL,ACTIVE,2022-03-26
RETAIL,R3247,R3247,,,784 2003 2000248 9,RETAIL,ACTIVE,2022-04-12
RETAIL,R3248,R3248,,,784200420002497,RETAIL,ACTIVE,2022-04-29
RETAIL,R3249,R3249,,,784-1980-2000250-0,RETAIL,ACTIVE,2022-05-16
RETAIL,R3250,R3250,,,784 1981 2000251 8,RETAIL,ACTIVE,2022-06-02
RETAIL,R3251,R3251,,,784198220002526,RETAIL,ACTIVE,2022-06-19
RETAIL,R3252,R3252,,,784-1983-2000253-4,RETAIL,ACTIVE,2022-07-06
RETAIL,R3253,R3253,,,784 1984 2000254 2,RETAIL,ACTIVE,2022-07-23
RETAIL,R3254,R3254,,,784198520002550,RETAIL,ACTIVE,2022-08-09
RETAIL,R3255,R3255,,,784-1986-2000256-8,RETAIL,ACTIVE,2022-08-26
RETAIL,R3256,R3256,,,784 1987 2000257 6,RETAIL,ACTIVE,2022-09-12
RETAIL,R3257,R3257,,,784198820002584,RETAIL,ACTIVE,2022-09-29
RETAIL,R3258,R3258,,,784-1989-2000259-2,RETAIL,ACTIVE,2022-10-16
RETAIL,R3259,R3259,,,784 1990 2000260 0,RETAIL,ACTIVE,2022-11-02
RETAIL,R3260,R3260,,,784199120002618,RETAIL,ACTIVE,2022-11-19
RETAIL,R3261,R3261,,,784-1992-2000262-6,RETAIL,ACTIVE,2022-12-06
RETAIL,R3262,R3262,,,784 1993 2000263 4,RETAIL,ACTIVE,2022-12-23
RETAIL,R3263,R3263,,,784199420002642,RETAIL,ACTIVE,2023-01-09
RETAIL,R3264,R3264,,,784-1995-2000265-0,RETAIL,ACTIVE,2023-01-26
RETAIL,R3265,R3265,,,784 1996 2000266 8,RETAIL,ACTIVE,2023-02-12
RETAIL,R3266,R3266,,,784199720002676,RETAIL,ACTIVE,2023-03-01
RETAIL,R3267,R3267,,,784-1998-2000268-4,RETAIL,ACTIVE,2023-03-18
RETAIL,R3268,R3268,,,784 1999 2000269 2,RETAIL,ACTIVE,2023-04-04
RETAIL,R3269,R3269,,,784200020002700,RETAIL,ACTIVE,2023-04-21
RETAIL,R3270,R3270,,,784-2001-2000271-8,RETAIL,ACTIVE,2023-05-08
RETAIL,R3271,R3271,,,784 2002 2000272 6,RETAIL,ACTIVE,2023-05-25
RETAIL,R3272,R3272,,,784200320002734,RETAIL,ACTIVE,2023-06-11
RETAIL,R3273,R3273,,,784-2004-2000274-2,RETAIL,ACTIVE,2023-06-28
RETAIL,R3274,R3274,,,784 1980 2000275 5,RETAIL,ACTIVE,2023-07-15
RETAIL,R3275,R3275,,,784198120002763,RETAIL,ACTIVE,2023-08-01
RETAIL,R3276,R3276,,,784-1982-2000277-1,RETAIL,ACTIVE,2023-08-18
RETAIL,R3277,R3277,,,784 1983 2000278 9,RETAIL,ACTIVE,2023-09-04
RETAIL,R3278,R3278,,,784198420002797,RETAIL,ACTIVE,2023-09-21
RETAIL,R3279,R3279,,,784-1985-2000280-5,RETAIL,ACTIVE,2023-10-08
RETAIL,R3280,R3280,,,784 1986 2000281 3,RETAIL,ACTIVE,2023-10-25
RETAIL,R3281,R3281,,,784198720002821,RETAIL,ACTIVE,2023-11-11
RETAIL,R3282,R3282,,,784-1988-2000283-9,RETAIL,ACTIVE,2023-11-28
RETAIL,R3283,R3283,,,784 1989 2000284 7,RETAIL,ACTIVE,2023-12-15
RETAIL,R3284,R3284,,,784199020002855,RETAIL,ACTIVE,2024-01-01
RETAIL,R3285,R3285,,,784-1991-2000286-3,RETAIL,ACTIVE,2024-01-18
RETAIL,R3286,R3286,,,784 1992 2000287 1,RETAIL,ACTIVE,2024-02-04
RETAIL,R3287,R3287,,,784199320002889,RETAIL,ACTIVE,2024-02-21
RETAIL,R3288,R3288,,,784-1994-2000289-7,RETAIL,ACTIVE,2024-03-09
RETAIL,R3289,R3289,,,784 1995 2000290 5,RETAIL,ACTIVE,2024-03-26
RETAIL,R3290,R3290,,,784199620002913,RETAIL,ACTIVE,2024-04-12
RETAIL,R3291,R3291,,,784-1997-2000292-1,RETAIL,ACTIVE,2024-04-29
RETAIL,R3292,R3292,,,784 1998 2000293 9,RETAIL,ACTIVE,2024-05-16
RETAIL,R3293,R3293,,,784199920002947,RETAIL,ACTIVE,2024-06-02
RETAIL,R3294,R3294,,,784-2000-2000295-5,RETAIL,ACTIVE,2021-01-16
RETAIL,R3295,R3295,,,784 2001 2000296 3,RETAIL,ACTIVE,2021-02-02
RETAIL,R3296,R3296,,,784200220002971,RETAIL,ACTIVE,2021-02-19
RETAIL,R3297,R3297,,,784-2003-2000298-9,RETAIL,ACTIVE,2021-03-08
RETAIL,R3298,R3298,,,784 2004 2000299 7,RETAIL,ACTIVE,2021-03-25
RETAIL,R3299,R3299,,,784198020003000,RETAIL,ACTIVE,2021-04-11
RETAIL,R3300,R3300,,,784-1981-2000301-8,RETAIL,ACTIVE,2021-04-28
RETAIL,R3301,R3301,,,784 1982 2000302 6,RETAIL,ACTIVE,2021-05-15
RETAIL,R3302,R3302,,,784198320003034,RETAIL,ACTIVE,2021-06-01
RETAIL,R3303,R3303,,,784-1984-2000304-2,RETAIL,ACTIVE,2021-06-18
RETAIL,R3304,R3304,,,784 1985 2000305 0,RETAIL,ACTIVE,2021-07-05
RETAIL,R3305,R3305,,,784198620003068,RETAIL,ACTIVE,2021-07-22
