entity_type,entity_id,customer_id,business_id,individual_id,emirates_id_number,customer_segment,customer_status,customer_created_date
RETAIL,R8037,R8037,,,784198900080361,RETAIL,ACTIVE,2021-01-13
RETAIL,R8038,R8038,,,784-1990-0008037-9,RETAIL,ACTIVE,2022-02-14
RETAIL,R8039,R8039,,,784 1991 0008038 7,RETAIL,ACTIVE,2023-03-15
RETAIL,R8040,R8040,,,784199200080395,RETAIL,ACTIVE,2024-04-16
RETAIL,R8041,R8041,,,784-1993-0008040-3,RETAIL,ACTIVE,2021-05-17
RETAIL,R8042,R8042,,,784 1994 0008041 1,RETAIL,ACTIVE,2022-06-18
RETAIL,R8043,R8043,,,784199500080429,RETAIL,ACTIVE,2023-07-19
RETAIL,R8044,R8044,,,784-1996-0008043-7,RETAIL,ACTIVE,2024-08-20
RETAIL,R8045,R8045,,,784 1997 0008044 5,RETAIL,ACTIVE,2021-09-21
RETAIL,R8046,R8046,,,784199800080453,RETAIL,ACTIVE,2022-10-22
RETAIL,R8047,R8047,,,784-1999-0008046-1,RETAIL,ACTIVE,2023-11-23
RETAIL,R8048,R8048,,,784 2000 0008047 9,RETAIL,ACTIVE,2024-12-24
RETAIL,R8049,R8049,,,784200100080487,RETAIL,ACTIVE,2021-01-01
RETAIL,R8050,R8050,,,784-2002-0008049-5,RETAIL,ACTIVE,2022-02-02
RETAIL,R8051,R8051,,,784 1978 0008050 8,RETAIL,ACTIVE,2023-03-03
RETAIL,R8052,R8052,,,784197900080516,RETAIL,ACTIVE,2024-04-04
RETAIL,R8053,R8053,,,784-1980-0008052-4,RETAIL,ACTIVE,2021-05-05
RETAIL,R8054,R8054,,,784 1981 0008053 2,RETAIL,ACTIVE,2022-06-06
RETAIL,R8055,R8055,,,784198200080540,RETAIL,ACTIVE,2023-07-07
RETAIL,R8056,R8056,,,784-1983-0008055-8,RETAIL,ACTIVE,2024-08-08
RETAIL,R8057,R8057,,,784 1984 0008056 6,RETAIL,ACTIVE,2021-09-09
RETAIL,R8058,R8058,,,784198500080574,RETAIL,ACTIVE,2022-10-10
RETAIL,R8059,R8059,,,784-1986-0008058-2,RETAIL,ACTIVE,2023-11-11
RETAIL,R8060,R8060,,,784 1987 0008059 0,RETAIL,ACTIVE,2024-12-12
RETAIL,R8061,R8061,,,784198800080608,RETAIL,ACTIVE,2021-01-13
RETAIL,R8062,R8062,,,784-1989-0008061-6,RETAIL,ACTIVE,2022-02-14
RETAIL,R8063,R8063,,,784 1990 0008062 4,RETAIL,ACTIVE,2023-03-15
RETAIL,R8064,R8064,,,784199100080632,RETAIL,ACTIVE,2024-04-16
RETAIL,R8065,R8065,,,784-1992-0008064-0,RETAIL,ACTIVE,2021-05-17
RETAIL,R8066,R8066,,,784 1993 0008065 8,RETAIL,ACTIVE,2022-06-18
RETAIL,R8067,R8067,,,784199400080666,RETAIL,ACTIVE,2023-07-19
RETAIL,R8068,R8068,,,784-1995-0008067-4,RETAIL,ACTIVE,2024-08-20
RETAIL,R8069,R8069,,,784 1996 0008068 2,RETAIL,ACTIVE,2021-09-21
RETAIL,R8070,R8070,,,784199700080690,RETAIL,ACTIVE,2022-10-22
RETAIL,R8071,R8071,,,784-1998-0008070-8,RETAIL,ACTIVE,2023-11-23
RETAIL,R8072,R8072,,,784 1999 0008071 6,RETAIL,ACTIVE,2024-12-24
RETAIL,R8073,R8073,,,784200000080724,RETAIL,ACTIVE,2021-01-01
RETAIL,R8074,R8074,,,784-2001-0008073-2,RETAIL,ACTIVE,2022-02-02
RETAIL,R8075,R8075,,,784 2002 0008074 0,RETAIL,ACTIVE,2023-03-03
RETAIL,R8076,R8076,,,784197800080753,RETAIL,ACTIVE,2024-04-04
RETAIL,R8077,R8077,,,784-1979-0008076-1,RETAIL,ACTIVE,2021-05-05
RETAIL,R8078,R8078,,,784 1980 0008077 9,RETAIL,ACTIVE,2022-06-06
SME,B9001,B9001,B9001,IND-B9001-OWNER,784197000090000,SME,ACTIVE,2020-01-01
SME,B9002,B9002,B9002,IND-B9002-OWNER,784-1971-0009001-8,SME,ACTIVE,2021-02-02
SME,B9003,B9003,B9003,IND-B9003-OWNER,784 1972 0009002 6,SME,ACTIVE,2022-03-03
SME,B9004,B9004,B9004,IND-B9004-OWNER,784197300090034,SME,ACTIVE,2023-04-04
SME,B9005,B9005,B9005,IND-B9005-OWNER,784-1974-0009004-2,SME,ACTIVE,2024-05-05
SME,B9006,B9006,B9006,IND-B9006-OWNER,784 1975 0009005 0,SME,ACTIVE,2020-06-06
SME,B9007,B9007,B9007,IND-B9007-OWNER,784197600090068,SME,ACTIVE,2021-07-07
SME,B9008,B9008,B9008,IND-B9008-OWNER,784-1977-0009007-6,SME,ACTIVE,2022-08-08
SME,B9009,B9009,B9009,IND-B9009-OWNER,784 1978 0009008 4,SME,ACTIVE,2023-09-09
SME,B9010,B9010,B9010,IND-B9010-OWNER,784197900090092,SME,ACTIVE,2024-10-10
SME,B9011,B9011,B9011,IND-B9011-OWNER,784-1980-0009010-0,SME,ACTIVE,2020-11-11
SME,B9012,B9012,B9012,IND-B9012-OWNER,784 1981 0009011 8,SME,ACTIVE,2021-12-12
SME,B9013,B9013,B9013,IND-B9013-OWNER,784198200090126,SME,ACTIVE,2022-01-13
SME,B9014,B9014,B9014,IND-B9014-OWNER,784-1983-0009013-4,SME,ACTIVE,2023-02-14
SME,B9015,B9015,B9015,IND-B9015-OWNER,784 1984 0009014 2,SME,ACTIVE,2024-03-15
SME,B9016,B9016,B9016,IND-B9016-OWNER,784198500090150,SME,ACTIVE,2020-04-16
SME,B9017,B9017,B9017,IND-B9017-OWNER,784-1986-0009016-8,SME,ACTIVE,2021-05-17
SME,B9018,B9018,B9018,IND-B9018-OWNER,784 1987 0009017 6,SME,ACTIVE,2022-06-18
