transfer_id,quote_id,status,reference_number,source_account_id,direction,customer_id,transaction_timestamp,beneficiary_id,beneficiary_account_number,beneficiary_iban,source_amount,target_amount,payment_purpose_key,payment_purpose_name,service_type,source_iban,total_fees,fee_details
LOC-IN-0000016,QUOTE-LOC-IN-0000016,COMPLETED,REF-LOC-IN-0000016,EXT-SRC-000011,INWARD,R1002,2026-07-13 09:30:00,,100000000002,AE070330000100000000002,8100.00,8100.00,PERSONAL_TRANSFER,Personal Transfer,FTS,AE121117000000000000011,0.00,[]
LOC-IN-0000028,QUOTE-LOC-IN-0000028,COMPLETED,REF-LOC-IN-0000028,EMPLOYER-PAYROLL-001,INWARD,R1003,2025-08-28 08:30:00,,100000000003,AE070330000100000000003,18500.00,18500.00,SALARY,Salary,FTS,AE126007000000000000500,0.00,[]
LOC-IN-0000029,QUOTE-LOC-IN-0000029,COMPLETED,REF-LOC-IN-0000029,EMPLOYER-PAYROLL-001,INWARD,R1003,2025-09-28 08:30:00,,100000000003,AE070330000100000000003,18500.00,18500.00,SALARY,Salary,FTS,AE126007000000000000500,0.00,[]
LOC-IN-0000030,QUOTE-LOC-IN-0000030,COMPLETED,REF-LOC-IN-0000030,EMPLOYER-PAYROLL-001,INWARD,R1003,2025-10-28 08:30:00,,100000000003,AE070330000100000000003,18500.00,18500.00,SALARY,Salary,FTS,AE126007000000000000500,0.00,[]
LOC-IN-0000031,QUOTE-LOC-IN-0000031,COMPLETED,REF-LOC-IN-0000031,EMPLOYER-PAYROLL-001,INWARD,R1003,2025-11-28 08:30:00,,100000000003,AE070330000100000000003,18500.00,18500.00,SALARY,Salary,FTS,AE126007000000000000500,0.00,[]
LOC-IN-0000032,QUOTE-LOC-IN-0000032,COMPLETED,REF-LOC-IN-0000032,EMPLOYER-PAYROLL-001,INWARD,R1003,2025-12-28 08:30:00,,100000000003,AE070330000100000000003,18500.00,18500.00,SALARY,Salary,FTS,AE126007000000000000500,0.00,[]
LOC-IN-0000033,QUOTE-LOC-IN-0000033,COMPLETED,REF-LOC-IN-0000033,EMPLOYER-PAYROLL-001,INWARD,R1003,2026-01-28 08:30:00,,100000000003,AE070330000100000000003,18500.00,18500.00,SALARY,Salary,FTS,AE126007000000000000500,0.00,[]
LOC-IN-0000034,QUOTE-LOC-IN-0000034,COMPLETED,REF-LOC-IN-0000034,EMPLOYER-PAYROLL-001,INWARD,R1003,2026-02-28 08:30:00,,100000000003,AE070330000100000000003,18500.00,18500.00,SALARY,Salary,FTS,AE126007000000000000500,0.00,[]
LOC-IN-0000035,QUOTE-LOC-IN-0000035,COMPLETED,REF-LOC-IN-0000035,EMPLOYER-PAYROLL-001,INWARD,R1003,2026-03-28 08:30:00,,100000000003,AE070330000100000000003,18500.00,18500.00,SALARY,Salary,FTS,AE126007000000000000500,0.00,[]
LOC-IN-0000036,QUOTE-LOC-IN-0000036,COMPLETED,REF-LOC-IN-0000036,EMPLOYER-PAYROLL-001,INWARD,R1003,2026-04-28 08:30:00,,100000000003,AE070330000100000000003,18500.00,18500.00,SALARY,Salary,FTS,AE126007000000000000500,0.00,[]
LOC-IN-0000037,QUOTE-LOC-IN-0000037,COMPLETED,REF-LOC-IN-0000037,EMPLOYER-PAYROLL-001,INWARD,R1003,2026-05-28 08:30:00,,100000000003,AE070330000100000000003,18500.00,18500.00,SALARY,Salary,FTS,AE126007000000000000500,0.00,[]
LOC-IN-0000038,QUOTE-LOC-IN-0000038,COMPLETED,REF-LOC-IN-0000038,EMPLOYER-PAYROLL-001,INWARD,R1003,2026-06-28 08:30:00,,100000000003,AE070330000100000000003,18500.00,18500.00,SALARY,Salary,FTS,AE126007000000000000500,0.00,[]
LOC-IN-0000039,QUOTE-LOC-IN-0000039,COMPLETED,REF-LOC-IN-0000039,EMPLOYER-PAYROLL-001,INWARD,R1003,2026-07-28 08:30:00,,100000000003,AE070330000100000000003,18500.00,18500.00,SALARY,Salary,FTS,AE126007000000000000500,0.00,[]
LOC-IN-0000047,QUOTE-LOC-IN-0000047,COMPLETED,REF-LOC-IN-0000047,EXT-SRC-000024,INWARD,B2002,2025-10-05 09:20:00,,200000000002,AE070330000200000000002,18000.00,18000.00,BUSINESS_RECEIPT,Customer Invoice Receipt,FTS,AE121247000000000000024,0.00,[]
LOC-IN-0000048,QUOTE-LOC-IN-0000048,COMPLETED,REF-LOC-IN-0000048,EXT-SRC-000025,INWARD,B2002,2025-10-20 09:20:00,,200000000002,AE070330000200000000002,20400.00,20400.00,BUSINESS_RECEIPT,Customer Invoice Receipt,FTS,AE121257000000000000025,0.00,[]
LOC-IN-0000049,QUOTE-LOC-IN-0000049,COMPLETED,REF-LOC-IN-0000049,EXT-SRC-000026,INWARD,B2002,2025-11-04 09:20:00,,200000000002,AE070330000200000000002,22800.00,22800.00,BUSINESS_RECEIPT,Customer Invoice Receipt,FTS,AE121267000000000000026,0.00,[]
LOC-IN-0000050,QUOTE-LOC-IN-0000050,COMPLETED,REF-LOC-IN-0000050,EXT-SRC-000027,INWARD,B2002,2025-11-19 09:20:00,,200000000002,AE070330000200000000002,25200.00,25200.00,BUSINESS_RECEIPT,Customer Invoice Receipt,FTS,AE121277000000000000027,0.00,[]
LOC-IN-0000051,QUOTE-LOC-IN-0000051,COMPLETED,REF-LOC-IN-0000051,EXT-SRC-000028,INWARD,B2002,2025-12-04 09:20:00,,200000000002,AE070330000200000000002,27600.00,27600.00,BUSINESS_RECEIPT,Customer Invoice Receipt,FTS,AE121287000000000000028,0.00,[]
LOC-IN-0000052,QUOTE-LOC-IN-0000052,COMPLETED,REF-LOC-IN-0000052,EXT-SRC-000029,INWARD,B2002,2025-12-19 09:20:00,,200000000002,AE070330000200000000002,18000.00,18000.00,BUSINESS_RECEIPT,Customer Invoice Receipt,FTS,AE121297000000000000029,0.00,[]
LOC-IN-0000053,QUOTE-LOC-IN-0000053,COMPLETED,REF-LOC-IN-0000053,EXT-SRC-000030,INWARD,B2002,2026-01-03 09:20:00,,200000000002,AE070330000200000000002,20400.00,20400.00,BUSINESS_RECEIPT,Customer Invoice Receipt,FTS,AE121307000000000000030,0.00,[]
LOC-IN-0000054,QUOTE-LOC-IN-0000054,COMPLETED,REF-LOC-IN-0000054,EXT-SRC-000031,INWARD,B2002,2026-01-18 09:20:00,,200000000002,AE070330000200000000002,22800.00,22800.00,BUSINESS_RECEIPT,Customer Invoice Receipt,FTS,AE121317000000000000031,0.00,[]
LOC-IN-0000055,QUOTE-LOC-IN-0000055,COMPLETED,REF-LOC-IN-0000055,EXT-SRC-000032,INWARD,B2002,2026-02-02 09:20:00,,200000000002,AE070330000200000000002,25200.00,25200.00,BUSINESS_RECEIPT,Customer Invoice Receipt,FTS,AE121327000000000000032,0.00,[]
LOC-IN-0000056,QUOTE-LOC-IN-0000056,COMPLETED,REF-LOC-IN-0000056,EXT-SRC-000033,INWARD,B2002,2026-02-17 09:20:00,,200000000002,AE070330000200000000002,27600.00,27600.00,BUSINESS_RECEIPT,Customer Invoice Receipt,FTS,AE121337000000000000033,0.00,[]
LOC-IN-0000057,QUOTE-LOC-IN-0000057,COMPLETED,REF-LOC-IN-0000057,EXT-SRC-000034,INWARD,B2002,2026-03-04 09:20:00,,200000000002,AE070330000200000000002,18000.00,18000.00,BUSINESS_RECEIPT,Customer Invoice Receipt,FTS,AE121347000000000000034,0.00,[]
LOC-IN-0000058,QUOTE-LOC-IN-0000058,COMPLETED,REF-LOC-IN-0000058,EXT-SRC-000035,INWARD,B2002,2026-03-19 09:20:00,,200000000002,AE070330000200000000002,20400.00,20400.00,BUSINESS_RECEIPT,Customer Invoice Receipt,FTS,AE121357000000000000035,0.00,[]
LOC-IN-0000059,QUOTE-LOC-IN-0000059,COMPLETED,REF-LOC-IN-0000059,EXT-SRC-000036,INWARD,B2002,2026-04-03 09:20:00,,200000000002,AE070330000200000000002,22800.00,22800.00,BUSINESS_RECEIPT,Customer Invoice Receipt,FTS,AE121367000000000000036,0.00,[]
LOC-IN-0000060,QUOTE-LOC-IN-0000060,COMPLETED,REF-LOC-IN-0000060,EXT-SRC-000037,INWARD,B2002,2026-04-18 09:20:00,,200000000002,AE070330000200000000002,25200.00,25200.00,BUSINESS_RECEIPT,Customer Invoice Receipt,FTS,AE121377000000000000037,0.00,[]
LOC-IN-0000061,QUOTE-LOC-IN-0000061,COMPLETED,REF-LOC-IN-0000061,EXT-SRC-000038,INWARD,B2002,2026-05-03 09:20:00,,200000000002,AE070330000200000000002,27600.00,27600.00,BUSINESS_RECEIPT,Customer Invoice Receipt,FTS,AE121387000000000000038,0.00,[]
LOC-IN-0000062,QUOTE-LOC-IN-0000062,COMPLETED,REF-LOC-IN-0000062,EXT-SRC-000039,INWARD,B2002,2026-05-18 09:20:00,,200000000002,AE070330000200000000002,18000.00,18000.00,BUSINESS_RECEIPT,Customer Invoice Receipt,FTS,AE121397000000000000039,0.00,[]
LOC-IN-0000063,QUOTE-LOC-IN-0000063,COMPLETED,REF-LOC-IN-0000063,EXT-SRC-000040,INWARD,B2002,2026-06-02 09:20:00,,200000000002,AE070330000200000000002,20400.00,20400.00,BUSINESS_RECEIPT,Customer Invoice Receipt,FTS,AE121407000000000000040,0.00,[]
LOC-IN-0000064,QUOTE-LOC-IN-0000064,COMPLETED,REF-LOC-IN-0000064,EXT-SRC-000041,INWARD,B2002,2026-06-17 09:20:00,,200000000002,AE070330000200000000002,22800.00,22800.00,BUSINESS_RECEIPT,Customer Invoice Receipt,FTS,AE121417000000000000041,0.00,[]
LOC-IN-0000065,QUOTE-LOC-IN-0000065,COMPLETED,REF-LOC-IN-0000065,EXT-SRC-000042,INWARD,R1004,2026-07-10 12:00:00,,100000000004,AE070330000100000000004,3000.00,3000.00,ACCOUNT_FUNDING,Account Funding,FTS,AE121427000000000000042,0.00,[]
LOC-IN-0000081,QUOTE-LOC-IN-0000081,COMPLETED,REF-LOC-IN-0000081,EXT-SRC-000043,INWARD,R8001,2026-05-25 08:15:00,,800000000001,AE070330000800000000001,7550.00,7550.00,SALARY,Salary,FTS,AE121437000000000000043,0.00,[]
LOC-IN-0000082,QUOTE-LOC-IN-0000082,COMPLETED,REF-LOC-IN-0000082,EXT-SRC-000044,INWARD,R8001,2026-06-25 08:15:00,,800000000001,AE070330000800000000001,7550.00,7550.00,SALARY,Salary,FTS,AE121447000000000000044,0.00,[]
LOC-IN-0000085,QUOTE-LOC-IN-0000085,COMPLETED,REF-LOC-IN-0000085,EXT-SRC-000045,INWARD,R8002,2026-05-25 08:15:00,,800000000002,AE070330000800000000002,7900.00,7900.00,SALARY,Salary,FTS,AE121457000000000000045,0.00,[]
LOC-IN-0000089,QUOTE-LOC-IN-0000089,COMPLETED,REF-LOC-IN-0000089,EXT-SRC-000046,INWARD,R8003,2026-05-25 08:15:00,,800000000003,AE070330000800000000003,8250.00,8250.00,SALARY,Salary,FTS,AE121467000000000000046,0.00,[]
LOC-IN-0000090,QUOTE-LOC-IN-0000090,COMPLETED,REF-LOC-IN-0000090,EXT-SRC-000047,INWARD,R8003,2026-06-25 08:15:00,,800000000003,AE070330000800000000003,8250.00,8250.00,SALARY,Salary,FTS,AE121477000000000000047,0.00,[]
LOC-IN-0000095,QUOTE-LOC-IN-0000095,COMPLETED,REF-LOC-IN-0000095,EXT-SRC-000048,INWARD,R8004,2026-05-25 08:15:00,,800000000004,AE070330000800000000004,8600.00,8600.00,SALARY,Salary,FTS,AE121487000000000000048,0.00,[]
LOC-IN-0000101,QUOTE-LOC-IN-0000101,COMPLETED,REF-LOC-IN-0000101,EXT-SRC-000049,INWARD,R8005,2026-05-25 08:15:00,,800000000005,AE070330000800000000005,8950.00,8950.00,SALARY,Salary,FTS,AE121497000000000000049,0.00,[]
LOC-IN-0000102,QUOTE-LOC-IN-0000102,COMPLETED,REF-LOC-IN-0000102,EXT-SRC-000050,INWARD,R8005,2026-06-25 08:15:00,,800000000005,AE070330000800000000005,8950.00,8950.00,SALARY,Salary,FTS,AE121507000000000000050,0.00,[]
LOC-IN-0000105,QUOTE-LOC-IN-0000105,COMPLETED,REF-LOC-IN-0000105,EXT-SRC-000051,INWARD,R8006,2026-05-25 08:15:00,,800000000006,AE070330000800000000006,9300.00,9300.00,SALARY,Salary,FTS,AE121517000000000000051,0.00,[]
LOC-IN-0000109,QUOTE-LOC-IN-0000109,COMPLETED,REF-LOC-IN-0000109,EXT-SRC-000052,INWARD,R8007,2026-05-25 08:15:00,,800000000007,AE070330000800000000007,9650.00,9650.00,SALARY,Salary,FTS,AE121527000000000000052,0.00,[]
LOC-IN-0000110,QUOTE-LOC-IN-0000110,COMPLETED,REF-LOC-IN-0000110,EXT-SRC-000053,INWARD,R8007,2026-06-25 08:15:00,,800000000007,AE070330000800000000007,9650.00,9650.00,SALARY,Salary,FTS,AE121537000000000000053,0.00,[]
LOC-IN-0000115,QUOTE-LOC-IN-0000115,COMPLETED,REF-LOC-IN-0000115,EXT-SRC-000054,INWARD,R8008,2026-05-25 08:15:00,,800000000008,AE070330000800000000008,10000.00,10000.00,SALARY,Salary,FTS,AE121547000000000000054,0.00,[]
LOC-IN-0000120,QUOTE-LOC-IN-0000120,COMPLETED,REF-LOC-IN-0000120,EXT-SRC-000055,INWARD,R8009,2026-05-25 08:15:00,,800000000009,AE070330000800000000009,6500.00,6500.00,SALARY,Salary,FTS,AE121557000000000000055,0.00,[]
LOC-IN-0000121,QUOTE-LOC-IN-0000121,COMPLETED,REF-LOC-IN-0000121,EXT-SRC-000056,INWARD,R8009,2026-06-25 08:15:00,,800000000009,AE070330000800000000009,6500.00,6500.00,SALARY,Salary,FTS,AE121567000000000000056,0.00,[]
LOC-IN-0000124,QUOTE-LOC-IN-0000124,COMPLETED,REF-LOC-IN-0000124,EXT-SRC-000057,INWARD,R8010,2026-05-25 08:15:00,,800000000010,AE070330000800000000010,6850.00,6850.00,SALARY,Salary,FTS,AE121577000000000000057,0.00,[]
LOC-IN-0000128,QUOTE-LOC-IN-0000128,COMPLETED,REF-LOC-IN-0000128,EXT-SRC-000058,INWARD,R8011,2026-05-25 08:15:00,,800000000011,AE070330000800000000011,7200.00,7200.00,SALARY,Salary,FTS,AE121587000000000000058,0.00,[]
LOC-IN-0000129,QUOTE-LOC-IN-0000129,COMPLETED,REF-LOC-IN-0000129,EXT-SRC-000059,INWARD,R8011,2026-06-25 08:15:00,,800000000011,AE070330000800000000011,7200.00,7200.00,SALARY,Salary,FTS,AE121597000000000000059,0.00,[]
LOC-IN-0000134,QUOTE-LOC-IN-0000134,COMPLETED,REF-LOC-IN-0000134,EXT-SRC-000060,INWARD,R8012,2026-05-25 08:15:00,,800000000012,AE070330000800000000012,7550.00,7550.00,SALARY,Salary,FTS,AE121607000000000000060,0.00,[]
LOC-IN-0000139,QUOTE-LOC-IN-0000139,COMPLETED,REF-LOC-IN-0000139,EXT-SRC-000061,INWARD,R8013,2026-05-25 08:15:00,,800000000013,AE070330000800000000013,7900.00,7900.00,SALARY,Salary,FTS,AE121617000000000000061,0.00,[]
LOC-IN-0000140,QUOTE-LOC-IN-0000140,COMPLETED,REF-LOC-IN-0000140,EXT-SRC-000062,INWARD,R8013,2026-06-25 08:15:00,,800000000013,AE070330000800000000013,7900.00,7900.00,SALARY,Salary,FTS,AE121627000000000000062,0.00,[]
LOC-IN-0000143,QUOTE-LOC-IN-0000143,COMPLETED,REF-LOC-IN-0000143,EXT-SRC-000063,INWARD,R8014,2026-05-25 08:15:00,,800000000014,AE070330000800000000014,8250.00,8250.00,SALARY,Salary,FTS,AE121637000000000000063,0.00,[]
LOC-IN-0000147,QUOTE-LOC-IN-0000147,COMPLETED,REF-LOC-IN-0000147,EXT-SRC-000064,INWARD,R8015,2026-05-25 08:15:00,,800000000015,AE070330000800000000015,8600.00,8600.00,SALARY,Salary,FTS,AE121647000000000000064,0.00,[]
LOC-IN-0000148,QUOTE-LOC-IN-0000148,COMPLETED,REF-LOC-IN-0000148,EXT-SRC-000065,INWARD,R8015,2026-06-25 08:15:00,,800000000015,AE070330000800000000015,8600.00,8600.00,SALARY,Salary,FTS,AE121657000000000000065,0.00,[]
LOC-IN-0000153,QUOTE-LOC-IN-0000153,COMPLETED,REF-LOC-IN-0000153,EXT-SRC-000066,INWARD,R8016,2026-05-25 08:15:00,,800000000016,AE070330000800000000016,8950.00,8950.00,SALARY,Salary,FTS,AE121667000000000000066,0.00,[]
LOC-IN-0000158,QUOTE-LOC-IN-0000158,COMPLETED,REF-LOC-IN-0000158,EXT-SRC-000067,INWARD,R8017,2026-05-25 08:15:00,,800000000017,AE070330000800000000017,9300.00,9300.00,SALARY,Salary,FTS,AE121677000000000000067,0.00,[]
LOC-IN-0000159,QUOTE-LOC-IN-0000159,COMPLETED,REF-LOC-IN-0000159,EXT-SRC-000068,INWARD,R8017,2026-06-25 08:15:00,,800000000017,AE070330000800000000017,9300.00,9300.00,SALARY,Salary,FTS,AE121687000000000000068,0.00,[]
LOC-IN-0000162,QUOTE-LOC-IN-0000162,COMPLETED,REF-LOC-IN-0000162,EXT-SRC-000069,INWARD,R8018,2026-05-25 08:15:00,,800000000018,AE070330000800000000018,9650.00,9650.00,SALARY,Salary,FTS,AE121697000000000000069,0.00,[]
LOC-IN-0000166,QUOTE-LOC-IN-0000166,COMPLETED,REF-LOC-IN-0000166,EXT-SRC-000070,INWARD,R8019,2026-05-25 08:15:00,,800000000019,AE070330000800000000019,10000.00,10000.00,SALARY,Salary,FTS,AE121707000000000000070,0.00,[]
LOC-IN-0000167,QUOTE-LOC-IN-0000167,COMPLETED,REF-LOC-IN-0000167,EXT-SRC-000071,INWARD,R8019,2026-06-25 08:15:00,,800000000019,AE070330000800000000019,10000.00,10000.00,SALARY,Salary,FTS,AE121717000000000000071,0.00,[]
LOC-IN-0000172,QUOTE-LOC-IN-0000172,COMPLETED,REF-LOC-IN-0000172,EXT-SRC-000072,INWARD,R8020,2026-05-25 08:15:00,,800000000020,AE070330000800000000020,6500.00,6500.00,SALARY,Salary,FTS,AE121727000000000000072,0.00,[]
LOC-IN-0000177,QUOTE-LOC-IN-0000177,COMPLETED,REF-LOC-IN-0000177,EXT-SRC-000073,INWARD,R8021,2026-05-25 08:15:00,,800000000021,AE070330000800000000021,6850.00,6850.00,SALARY,Salary,FTS,AE121737000000000000073,0.00,[]
LOC-IN-0000178,QUOTE-LOC-IN-0000178,COMPLETED,REF-LOC-IN-0000178,EXT-SRC-000074,INWARD,R8021,2026-06-25 08:15:00,,800000000021,AE070330000800000000021,6850.00,6850.00,SALARY,Salary,FTS,AE121747000000000000074,0.00,[]
LOC-IN-0000181,QUOTE-LOC-IN-0000181,COMPLETED,REF-LOC-IN-0000181,EXT-SRC-000075,INWARD,R8022,2026-05-25 08:15:00,,800000000022,AE070330000800000000022,7200.00,7200.00,SALARY,Salary,FTS,AE121757000000000000075,0.00,[]
LOC-IN-0000185,QUOTE-LOC-IN-0000185,COMPLETED,REF-LOC-IN-0000185,EXT-SRC-000076,INWARD,R8023,2026-05-25 08:15:00,,800000000023,AE070330000800000000023,7550.00,7550.00,SALARY,Salary,FTS,AE121767000000000000076,0.00,[]
LOC-IN-0000186,QUOTE-LOC-IN-0000186,COMPLETED,REF-LOC-IN-0000186,EXT-SRC-000077,INWARD,R8023,2026-06-25 08:15:00,,800000000023,AE070330000800000000023,7550.00,7550.00,SALARY,Salary,FTS,AE121777000000000000077,0.00,[]
LOC-IN-0000191,QUOTE-LOC-IN-0000191,COMPLETED,REF-LOC-IN-0000191,EXT-SRC-000078,INWARD,R8024,2026-05-25 08:15:00,,800000000024,AE070330000800000000024,7900.00,7900.00,SALARY,Salary,FTS,AE121787000000000000078,0.00,[]
LOC-IN-0000197,QUOTE-LOC-IN-0000197,COMPLETED,REF-LOC-IN-0000197,EXT-SRC-000079,INWARD,R8025,2026-05-25 08:15:00,,800000000025,AE070330000800000000025,8250.00,8250.00,SALARY,Salary,FTS,AE121797000000000000079,0.00,[]
LOC-IN-0000198,QUOTE-LOC-IN-0000198,COMPLETED,REF-LOC-IN-0000198,EXT-SRC-000080,INWARD,R8025,2026-06-25 08:15:00,,800000000025,AE070330000800000000025,8250.00,8250.00,SALARY,Salary,FTS,AE121807000000000000080,0.00,[]
LOC-IN-0000201,QUOTE-LOC-IN-0000201,COMPLETED,REF-LOC-IN-0000201,EXT-SRC-000081,INWARD,R8026,2026-05-25 08:15:00,,800000000026,AE070330000800000000026,8600.00,8600.00,SALARY,Salary,FTS,AE121817000000000000081,0.00,[]
LOC-IN-0000205,QUOTE-LOC-IN-0000205,COMPLETED,REF-LOC-IN-0000205,EXT-SRC-000082,INWARD,R8027,2026-05-25 08:15:00,,800000000027,AE070330000800000000027,8950.00,8950.00,SALARY,Salary,FTS,AE121827000000000000082,0.00,[]
LOC-IN-0000206,QUOTE-LOC-IN-0000206,COMPLETED,REF-LOC-IN-0000206,EXT-SRC-000083,INWARD,R8027,2026-06-25 08:15:00,,800000000027,AE070330000800000000027,8950.00,8950.00,SALARY,Salary,FTS,AE121837000000000000083,0.00,[]
LOC-IN-0000211,QUOTE-LOC-IN-0000211,COMPLETED,REF-LOC-IN-0000211,EXT-SRC-000084,INWARD,R8028,2026-05-25 08:15:00,,800000000028,AE070330000800000000028,9300.00,9300.00,SALARY,Salary,FTS,AE121847000000000000084,0.00,[]
LOC-IN-0000217,QUOTE-LOC-IN-0000217,COMPLETED,REF-LOC-IN-0000217,EXT-SRC-000085,INWARD,R8029,2026-05-25 08:15:00,,800000000029,AE070330000800000000029,9650.00,9650.00,SALARY,Salary,FTS,AE121857000000000000085,0.00,[]
LOC-IN-0000218,QUOTE-LOC-IN-0000218,COMPLETED,REF-LOC-IN-0000218,EXT-SRC-000086,INWARD,R8029,2026-06-25 08:15:00,,800000000029,AE070330000800000000029,9650.00,9650.00,SALARY,Salary,FTS,AE121867000000000000086,0.00,[]
LOC-IN-0000221,QUOTE-LOC-IN-0000221,COMPLETED,REF-LOC-IN-0000221,EXT-SRC-000087,INWARD,R8030,2026-05-25 08:15:00,,800000000030,AE070330000800000000030,10000.00,10000.00,SALARY,Salary,FTS,AE121877000000000000087,0.00,[]
LOC-IN-0000225,QUOTE-LOC-IN-0000225,COMPLETED,REF-LOC-IN-0000225,EXT-SRC-000088,INWARD,R8031,2026-05-25 08:15:00,,800000000031,AE070330000800000000031,6500.00,6500.00,SALARY,Salary,FTS,AE121887000000000000088,0.00,[]
LOC-IN-0000226,QUOTE-LOC-IN-0000226,COMPLETED,REF-LOC-IN-0000226,EXT-SRC-000089,INWARD,R8031,2026-06-25 08:15:00,,800000000031,AE070330000800000000031,6500.00,6500.00,SALARY,Salary,FTS,AE121897000000000000089,0.00,[]
LOC-IN-0000231,QUOTE-LOC-IN-0000231,COMPLETED,REF-LOC-IN-0000231,EXT-SRC-000090,INWARD,R8032,2026-05-25 08:15:00,,800000000032,AE070330000800000000032,6850.00,6850.00,SALARY,Salary,FTS,AE121907000000000000090,0.00,[]
LOC-IN-0000236,QUOTE-LOC-IN-0000236,COMPLETED,REF-LOC-IN-0000236,EXT-SRC-000091,INWARD,R8033,2026-05-25 08:15:00,,800000000033,AE070330000800000000033,7200.00,7200.00,SALARY,Salary,FTS,AE121917000000000000091,0.00,[]
LOC-IN-0000237,QUOTE-LOC-IN-0000237,COMPLETED,REF-LOC-IN-0000237,EXT-SRC-000092,INWARD,R8033,2026-06-25 08:15:00,,800000000033,AE070330000800000000033,7200.00,7200.00,SALARY,Salary,FTS,AE121927000000000000092,0.00,[]
LOC-IN-0000240,QUOTE-LOC-IN-0000240,COMPLETED,REF-LOC-IN-0000240,EXT-SRC-000093,INWARD,R8034,2026-05-25 08:15:00,,800000000034,AE070330000800000000034,7550.00,7550.00,SALARY,Salary,FTS,AE121937000000000000093,0.00,[]
LOC-IN-0000244,QUOTE-LOC-IN-0000244,COMPLETED,REF-LOC-IN-0000244,EXT-SRC-000094,INWARD,R8035,2026-05-25 08:15:00,,800000000035,AE070330000800000000035,7900.00,7900.00,SALARY,Salary,FTS,AE121947000000000000094,0.00,[]
LOC-IN-0000245,QUOTE-LOC-IN-0000245,COMPLETED,REF-LOC-IN-0000245,EXT-SRC-000095,INWARD,R8035,2026-06-25 08:15:00,,800000000035,AE070330000800000000035,7900.00,7900.00,SALARY,Salary,FTS,AE121957000000000000095,0.00,[]
