customer_id,beneficiary_account_number,source,beneficiary_id,customer_type,beneficiary_type,customer_creation_date,beneficiary_account_holder_name,nick_name,is_active,country_of_beneficiary,currency,bank_name,swift_code,beneficiary_created_date,beneficiary_updated_date,legal_type,two_factor_auth_status,cooldown,beneficiary_address_first_line,beneficiary_address_city,beneficiary_address_state,beneficiary_address_country,beneficiary_address_post_code
R8001,880100000001,payment,RET-BEN-000013,RETAIL,local,2021-01-01,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-10-16 09:15:00,2025-10-16 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8002,880100000001,payment,RET-BEN-000014,RETAIL,local,2022-02-02,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-10-16 09:15:00,2025-10-16 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8003,880100000001,payment,RET-BEN-000015,RETAIL,local,2023-03-03,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-10-16 09:15:00,2025-10-16 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8004,880100000001,payment,RET-BEN-000016,RETAIL,local,2024-04-04,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-10-16 09:15:00,2025-10-16 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8005,880100000001,payment,RET-BEN-000017,RETAIL,local,2021-05-05,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-10-16 09:15:00,2025-10-16 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8006,880100000001,payment,RET-BEN-000018,RETAIL,local,2022-06-06,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-10-16 09:15:00,2025-10-16 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8007,880100000001,payment,RET-BEN-000019,RETAIL,local,2023-07-07,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-10-16 09:15:00,2025-10-16 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8008,880100000001,payment,RET-BEN-000020,RETAIL,local,2024-08-08,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-10-16 09:15:00,2025-10-16 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8009,880100000001,payment,RET-BEN-000021,RETAIL,local,2021-09-09,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-10-16 09:15:00,2025-10-16 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8010,880100000001,payment,RET-BEN-000022,RETAIL,local,2022-10-10,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-10-16 09:15:00,2025-10-16 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8011,880100000001,payment,RET-BEN-000023,RETAIL,local,2023-11-11,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-10-16 09:15:00,2025-10-16 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8012,880100000001,payment,RET-BEN-000024,RETAIL,local,2024-12-12,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-10-16 09:15:00,2025-10-16 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8013,880100000001,payment,RET-BEN-000025,RETAIL,local,2021-01-13,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-10-16 09:15:00,2025-10-16 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8014,880100000001,payment,RET-BEN-000026,RETAIL,local,2022-02-14,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-10-16 09:15:00,2025-10-16 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8015,880100000001,payment,RET-BEN-000027,RETAIL,local,2023-03-15,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-10-16 09:15:00,2025-10-16 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8016,880100000001,payment,RET-BEN-000028,RETAIL,local,2024-04-16,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-10-16 09:15:00,2025-10-16 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8017,880100000001,payment,RET-BEN-000029,RETAIL,local,2021-05-17,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-10-16 09:15:00,2025-10-16 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8018,880100000001,payment,RET-BEN-000030,RETAIL,local,2022-06-18,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-10-16 09:15:00,2025-10-16 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8019,880100000001,payment,RET-BEN-000031,RETAIL,local,2023-07-19,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-10-16 09:15:00,2025-10-16 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8020,880100000001,payment,RET-BEN-000032,RETAIL,local,2024-08-20,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-10-16 09:15:00,2025-10-16 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8021,880100000001,payment,RET-BEN-000033,RETAIL,local,2021-09-21,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-10-16 09:15:00,2025-10-16 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8022,880100000001,payment,RET-BEN-000034,RETAIL,local,2022-10-22,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-09-22 09:15:00,2025-09-22 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8023,880100000001,payment,RET-BEN-000035,RETAIL,local,2023-11-23,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-09-22 09:15:00,2025-09-22 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8024,880100000001,payment,RET-BEN-000036,RETAIL,local,2024-12-24,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-09-22 09:15:00,2025-09-22 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8025,880100000001,payment,RET-BEN-000037,RETAIL,local,2021-01-01,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-09-22 09:15:00,2025-09-22 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8026,880100000001,payment,RET-BEN-000038,RETAIL,local,2022-02-02,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-09-22 09:15:00,2025-09-22 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8027,880100000001,payment,RET-BEN-000039,RETAIL,local,2023-03-03,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-09-22 09:15:00,2025-09-22 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8028,880100000001,payment,RET-BEN-000040,RETAIL,local,2024-04-04,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-09-22 09:15:00,2025-09-22 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8029,880100000001,payment,RET-BEN-000041,RETAIL,local,2021-05-05,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-09-22 09:15:00,2025-09-22 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8030,880100000001,payment,RET-BEN-000042,RETAIL,local,2022-06-06,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-09-22 09:15:00,2025-09-22 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8031,880100000001,payment,RET-BEN-000043,RETAIL,local,2023-07-07,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-09-22 09:15:00,2025-09-22 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8032,880100000001,payment,RET-BEN-000044,RETAIL,local,2024-08-08,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-09-22 09:15:00,2025-09-22 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8033,880100000001,payment,RET-BEN-000045,RETAIL,local,2021-09-09,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-09-22 09:15:00,2025-09-22 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8034,880100000001,payment,RET-BEN-000046,RETAIL,local,2022-10-10,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-09-22 09:15:00,2025-09-22 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8035,880100000001,payment,RET-BEN-000047,RETAIL,local,2023-11-11,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-09-22 09:15:00,2025-09-22 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8036,880100000001,payment,RET-BEN-000048,RETAIL,local,2024-12-12,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-09-22 09:15:00,2025-09-22 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8037,880100000001,payment,RET-BEN-000049,RETAIL,local,2021-01-13,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-09-22 09:15:00,2025-09-22 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8038,880100000001,payment,RET-BEN-000050,RETAIL,local,2022-02-14,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-09-22 09:15:00,2025-09-22 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8039,880100000001,payment,RET-BEN-000051,RETAIL,local,2023-03-15,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-09-22 09:15:00,2025-09-22 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8040,880100000001,payment,RET-BEN-000052,RETAIL,local,2024-04-16,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-09-22 09:15:00,2025-09-22 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8041,880100000001,payment,RET-BEN-000053,RETAIL,local,2021-05-17,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-09-22 09:15:00,2025-09-22 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8042,880100000001,payment,RET-BEN-000054,RETAIL,local,2022-06-18,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-09-22 09:15:00,2025-09-22 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8043,880100000001,payment,RET-BEN-000055,RETAIL,local,2023-07-19,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-09-22 09:15:00,2025-09-22 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8044,880100000001,payment,RET-BEN-000056,RETAIL,local,2024-08-20,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-09-22 09:15:00,2025-09-22 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8045,880100000001,payment,RET-BEN-000057,RETAIL,local,2021-09-21,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-09-22 09:15:00,2025-09-22 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8046,880100000001,payment,RET-BEN-000058,RETAIL,local,2022-10-22,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-08-29 09:15:00,2025-08-29 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8047,880100000001,payment,RET-BEN-000059,RETAIL,local,2023-11-23,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-08-29 09:15:00,2025-08-29 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8048,880100000001,payment,RET-BEN-000060,RETAIL,local,2024-12-24,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-08-29 09:15:00,2025-08-29 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8049,880100000001,payment,RET-BEN-000061,RETAIL,local,2021-01-01,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-08-29 09:15:00,2025-08-29 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8050,880100000001,payment,RET-BEN-000062,RETAIL,local,2022-02-02,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-08-29 09:15:00,2025-08-29 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8051,880100000001,payment,RET-BEN-000063,RETAIL,local,2023-03-03,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-08-29 09:15:00,2025-08-29 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8052,880100000001,payment,RET-BEN-000064,RETAIL,local,2024-04-04,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-08-29 09:15:00,2025-08-29 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8053,880100000001,payment,RET-BEN-000065,RETAIL,local,2021-05-05,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-08-29 09:15:00,2025-08-29 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8054,880100000001,payment,RET-BEN-000066,RETAIL,local,2022-06-06,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-08-29 09:15:00,2025-08-29 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8055,880100000001,payment,RET-BEN-000067,RETAIL,local,2023-07-07,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-08-29 09:15:00,2025-08-29 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8056,880100000001,payment,RET-BEN-000068,RETAIL,local,2024-08-08,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-08-29 09:15:00,2025-08-29 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8057,880100000001,payment,RET-BEN-000069,RETAIL,local,2021-09-09,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-08-29 09:15:00,2025-08-29 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8058,880100000001,payment,RET-BEN-000070,RETAIL,local,2022-10-10,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-08-29 09:15:00,2025-08-29 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8059,880100000001,payment,RET-BEN-000071,RETAIL,local,2023-11-11,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-08-29 09:15:00,2025-08-29 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8060,880100000001,payment,RET-BEN-000072,RETAIL,local,2024-12-12,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-08-29 09:15:00,2025-08-29 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8061,880100000001,payment,RET-BEN-000073,RETAIL,local,2021-01-13,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-08-29 09:15:00,2025-08-29 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8062,880100000001,payment,RET-BEN-000074,RETAIL,local,2022-02-14,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-08-29 09:15:00,2025-08-29 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8063,880100000001,payment,RET-BEN-000075,RETAIL,local,2023-03-15,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-08-29 09:15:00,2025-08-29 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8064,880100000001,payment,RET-BEN-000076,RETAIL,local,2024-04-16,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-08-29 09:15:00,2025-08-29 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8065,880100000001,payment,RET-BEN-000077,RETAIL,local,2021-05-17,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-08-29 09:15:00,2025-08-29 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8066,880100000001,payment,RET-BEN-000078,RETAIL,local,2022-06-18,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-08-29 09:15:00,2025-08-29 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8067,880100000001,payment,RET-BEN-000079,RETAIL,local,2023-07-19,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-08-29 09:15:00,2025-08-29 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8068,880100000001,payment,RET-BEN-000080,RETAIL,local,2024-08-20,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-08-29 09:15:00,2025-08-29 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8069,880100000001,payment,RET-BEN-000081,RETAIL,local,2021-09-21,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-08-29 09:15:00,2025-08-29 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8070,880100000001,payment,RET-BEN-000082,RETAIL,local,2022-10-22,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-08-05 09:15:00,2025-08-05 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8071,880100000001,payment,RET-BEN-000083,RETAIL,local,2023-11-23,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-08-05 09:15:00,2025-08-05 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8072,880100000001,payment,RET-BEN-000084,RETAIL,local,2024-12-24,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-08-05 09:15:00,2025-08-05 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8073,880100000001,payment,RET-BEN-000085,RETAIL,local,2021-01-01,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-08-05 09:15:00,2025-08-05 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8074,880100000001,payment,RET-BEN-000086,RETAIL,local,2022-02-02,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-08-05 09:15:00,2025-08-05 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8075,880100000001,payment,RET-BEN-000087,RETAIL,local,2023-03-03,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-08-05 09:15:00,2025-08-05 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8076,880100000001,payment,RET-BEN-000088,RETAIL,local,2024-04-04,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-08-05 09:15:00,2025-08-05 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8077,880100000001,payment,RET-BEN-000089,RETAIL,local,2021-05-05,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-08-05 09:15:00,2025-08-05 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R8078,880100000001,payment,RET-BEN-000090,RETAIL,local,2022-06-06,Horizon Facilities Services LLC,Horizon Services,True,AE,AED,National Commercial Bank,,2025-08-05 09:15:00,2025-08-05 10:15:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R1002,990200000001,payment,RET-BEN-000109,RETAIL,local,2026-06-20,Orion Digital Services LLC,Orion,True,AE,AED,Emirates Commercial Bank,,2026-07-13 08:30:00,2026-07-13 09:30:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R1005,990200000001,payment,RET-BEN-000110,RETAIL,local,2026-06-25,Orion Digital Services LLC,Orion,True,AE,AED,Emirates Commercial Bank,,2026-07-14 16:00:00,2026-07-14 17:00:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R1006,990200000001,payment,RET-BEN-000111,RETAIL,local,2022-09-10,Orion Digital Services LLC,Orion,True,AE,AED,Emirates Commercial Bank,,2026-07-17 18:00:00,2026-07-17 19:00:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
R1007,990200000001,payment,RET-BEN-000112,RETAIL,local,2026-07-05,Orion Digital Services LLC,Orion,True,AE,AED,Emirates Commercial Bank,,2026-07-18 13:00:00,2026-07-18 14:00:00,PERSON,COMPLETED,false,Sheikh Zayed Road,Dubai,Dubai,AE,
